PK,NOMBRE,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,BARRIO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,TIPO
5118,Colegio P�blico Ciudad de Guadalajara,Comedor - Transporte - Horario ampliado,"METRO: Alameda de Osuna BUS: 105, 112, 114, 115, 151", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=724ba3f5ca71c010VgnVCM1000000b205a0aRCRD,BERGANTIN,CALLE,V,13,MADRID,MADRID,28042,ALAMEDA DE OSUNA,BARAJAS,450528,4479070,40.458947463149386,-3.5847918554675733,917 470 938,917 472 064,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5119,Colegio P�blico Ciudad de Ja�n,Comedor - Transporte - Integraci�n (preferentemente mot�ricos) - Horario ampliado - Planes de mejora -Convenio con el British Council," BUS: 18, 22, 59, 76, 78, 79, 81, 116, 121 METRO: Hospital 12 de Octubre ", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c75ba3f5ca71c010VgnVCM1000000b205a0aRCRD,CAMINO DEL RIO,CALLE,V,3,MADRID,MADRID,28041,ORCASUR,USERA,440577,4469555,40.37257848231791,-3.7012601755625014,913 174 313 - 913 171 644,913 171 644,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5121,Colegio P�blico Ciudad de Roma,Comedor - Horario ampliado - Planes de mejora,"METRO: Sainz de Baranda BUS: 15 , 30 , 143, 156, 202, 215", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=628ba3f5ca71c010VgnVCM1000000b205a0aRCRD,JUAN ESPLANDIU,CALLE,V,2,MADRID,MADRID,28007,ESTRELLA,RETIRO,443674,4474336,40.41586394930115,-3.665205626185569,915 743 897,915 041 695,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5122,Colegio P�blico Ciudad de Valencia,Comedor - Transporte - Horario ampliado,"BUS: 58 , 63 , 145", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b79ba3f5ca71c010VgnVCM1000000b205a0aRCRD,MEDITERRANEO,AVENIDA,V,91,MADRID,MADRID,28007,SANTA EUGENIA,VILLA DE VALLECAS,448809,4470902,40.385260536182564,-3.604406503967331,913 310 805,913 312 548,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5123,Colegio P�blico Ciudad de Zaragoza,Comedor - Transporte - Horario ampliado - Planes de mejora,"BUS: 105 , 112 , 115 , 151", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0daba3f5ca71c010VgnVCM1000000b205a0aRCRD,MANUEL AGUILAR MU�OZ,CALLE,V,1,MADRID,MADRID,28042,ALAMEDA DE OSUNA,BARAJAS,449984,4479224,40.460302151327085,-3.5912198696737083,913 293 756 - 917 477 420,917 477 420,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5120,Colegio P�blico Ciudad de los �ngeles,Comedor - Horario ampliado - Planes de mejora.,"BUS: 18 , 22 , 59 , 79 , 85 , 86 , 116", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1d6ba3f5ca71c010VgnVCM1000000b205a0aRCRD,LA ALEGRIA DE LA HUERTA,CALLE,V,6,MADRID,MADRID,28041,LOS ANGELES,VILLAVERDE,441002,4467672,40.35564559555992,-3.696079786555593,917 954 993,915 050 434,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5125,Colegio P�blico Claudio Moyano,Comedor - Horario ampliado - Planes de mejora - Integraci�n preferente (Trastornos generales del desarrollo),"METRO: Canal , Islas Filipinas BUS: 2 , 12 , 202", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a7dba3f5ca71c010VgnVCM1000000b205a0aRCRD,CEA BERMUDEZ,CALLE,V,26,MADRID,MADRID,28003,VALLEHERMOSO,CHAMBERI,439993,4476929,40.43896509232795,-3.708835358862963,915 335 718,915 335 718,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5277,Colegio P�blico Complejo Escolar Pr�ncipe Felipe,Comedor - Transporte - Horario ampliado ,"METRO: Barrio del Pilar BUS: 49 , 83 , 128 , 132 , 134 , 137", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e - ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8ff6a3f5ca71c010VgnVCM1000000b205a0aRCRD,MONFORTE DE LEMOS,AVENIDA,NUM,24,MADRID,MADRID,28029,LA PAZ,FUENCARRAL-EL PARDO,440693,4481503,40.480219870681125,-3.7010104732977656,913 146 819,913 232 548,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5128,Colegio P�blico Concha Espina,Comedor - Horario ampliado - Planes de mejora,"METRO: Miguel Hernandez BUS: 54 , 58 , 103 , 142 , 143 , 144", ENSE�ANZA: Educaci�n infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=420ca3f5ca71c010VgnVCM1000000b205a0aRCRD,GERARDO DIEGO,CALLE,NUM,6,MADRID,MADRID,28018,PALOMERAS SURESTE,PUENTE DE VALLECAS,445453,4470983,40.38577682775334,-3.643950119182148,917 781 461,917 772 584,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5129,Colegio P�blico Conde de Romanones,Comedor - Horario ampliado - Planes de mejora," METRO: El Carmen, Quintana   BUS: 21, 38, 48,  109, 146 ", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=971ca3f5ca71c010VgnVCM1000000b205a0aRCRD,ELFO,CALLE,NUM,143,MADRID,MADRID,28027,QUINTANA,CIUDAD LINEAL,445632,4476721,40.43747986110289,-3.6423326381692056,913 673 655 - 914 080 947,914 080 947,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
6149062,Colegio P�blico Cortes de C�diz,," BUS: 172, 173 ", ENSE�ANZAS: Segundo ciclo de Educaci�n Infantil - Primaria -  Ense�anza Biling&uuml;e - ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=34cee4f2de891310VgnVCM2000000c205a0aRCRD,NICETO ALCALA ZAMORA,AVENIDA,V,48,MADRID,MADRID,28050,VALDEFUENTES,HORTALEZA,444522,4483551,40.49893432860617,-3.656017907963137,911 727 223,911 720 746,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5131,Colegio P�blico Costa Rica,Comedor - Horario ampliado - Planes de mejora,"METRO: Aluche BUS: 17 , 121 , 131 , 138 RENFE: Aluche", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ec2ca3f5ca71c010VgnVCM1000000b205a0aRCRD,CAMARENA,CALLE,V,247,MADRID,MADRID,28047,ALUCHE,LATINA,435943,4471028,40.38550403353863,-3.755989664410327,917 171 601,917 171 601,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5132,Colegio P�blico Crist�bal Col�n,Transporte - Comedor - Horario ampliado - Planes de mejora - Integraci�n preferente (trastornos generales del desarrollo)," BUS: 22 , 76 , 86 , 130 , 131  RENFE: Puente Alcocer ", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=324ca3f5ca71c010VgnVCM1000000b205a0aRCRD,CARABANCHEL A VILLAVERDE,CARRETERA,V,109,MADRID,MADRID,28041,SAN ANDRES,VILLAVERDE,440150,4467091,40.35035079998796,-3.706057974681441,917 973 312,917 973 312,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5133,Colegio P�blico Cuba,Comedor - Horario ampliado - Transporte - Planes de mejora,"METRO: Campamento , Empalme BUS: 25 , 121 , 131 , 138", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=875ca3f5ca71c010VgnVCM1000000b205a0aRCRD,TEMBLEQUE,CALLE,V,58,MADRID,MADRID,28024,ALUCHE,LATINA,435492,4472096,40.39509014363514,-3.761411071256881,915 187 564,915 180 170,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5135,Colegio P�blico Daniel V�zquez D�az,Comedor - Horario ampliado - Planes de mejora - Integraci�n preferente (Trastornos generales del desarrollo),"METRO: Valdezarza BUS: 126 ,127 , 128 , 132", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=228ca3f5ca71c010VgnVCM1000000b205a0aRCRD,ARMENTEROS,CALLE,V,46,MADRID,MADRID,28039,VALDEZARZA,MONCLOA-ARAVACA,439661,4479797,40.464777111936684,-3.7130226942453906,914 505 842,913 117 764,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5136,Colegio P�blico Dionisio Ridruejo,Comedor -  Horario ampliado - Planes de mejora,"METRO: San Lorenzo BUS: 72 , 87", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=779ca3f5ca71c010VgnVCM1000000b205a0aRCRD,ZIPAQUIRA,CALLE,V,14,MADRID,MADRID,28033,PINAR DEL REY,HORTALEZA,446321,4480661,40.47301835441678,-3.6345431561438026,917 639 188,917 639 188,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5137,Colegio P�blico Doctor Conde Arruga,Comedor - Horario ampliado,"METRO: Artilleros BUS: 20 , 30 , 71 , 100", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ccaca3f5ca71c010VgnVCM1000000b205a0aRCRD,HACIENDA DE PAVONES,CALLE,V,105,MADRID,MADRID,28030,VINATEROS,MORATALAZ,445499,4472986,40.40382410472334,-3.643579973780007,917 732 393,917 737 286,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5138,Colegio P�blico Doctor Federico Rubio,Comedor - Planes de mejora - Horario ampliado,"METRO: Francos Rodr�guez BUS: 44 , 127", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=12cca3f5ca71c010VgnVCM1000000b205a0aRCRD,DOCTOR FEDERICO RUBIO Y GALI,AVENIDA,V,53,MADRID,MADRID,28039,BELLAS VISTAS,TETUAN,439792,4478425,40.45242712056568,-3.7113472292938066,914 502 091,914 595 006,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5140,Colegio P�blico Doctor Severo Ochoa,Comedor - Transporte - Planes de mejora,"BUS: 4 , 100 , 106 , 130 ", ENSE�ANZA: Educacion Infantil - Primaria - Ense�anza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=67dca3f5ca71c010VgnVCM1000000b205a0aRCRD,EZCARAY,CALLE,V,3,MADRID,MADRID,28032,AMBROZ,VICALVARO,448041,4473688,40.410311030784285,-3.6136821061928113,917 752 715,917 750 711,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5141,Colegio P�blico Doctor Tolosa Latour,Comedor - Horario ampliado - Planes de mejora,"BUS: 54 , 144", ENSE�ANZA: Educaci�n infantil - Primaria - Ense�anza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bceca3f5ca71c010VgnVCM1000000b205a0aRCRD,ASTURIANOS,CALLE,V,4,MADRID,MADRID,28018,PALOMERAS SURESTE,PUENTE DE VALLECAS,445615,4470563,40.38200381255466,-3.642005680937447,91 778 47 94,917 777 679,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5134,Colegio P�blico D�maso Alonso,Horario ampliado - Transporte - Comedor - Planes de mejora,"BUS: 22 , 79 , 86 , 130 , 131", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=dc6ca3f5ca71c010VgnVCM1000000b205a0aRCRD,ESPINELA,AVENIDA,V,1,MADRID,MADRID,28021,SAN ANDRES,VILLAVERDE,439900,4466615,40.34604471386465,-3.7089567302070083,917 970 620,917 970 620,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5144,Colegio P�blico EEUU - Huarte de San Juan,Comedor - Transporte - Planes de mejora- Horario ampliado,"BUS: 41 , 75", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=020da3f5ca71c010VgnVCM1000000b205a0aRCRD,COMANDANTE FORTEA,PASEO,V,71,MADRID,MADRID,28008,CASA DE CAMPO,MONCLOA-ARAVACA,437874,4475807,40.42870179468233,-3.733708557423035,915 418 978 - 915 420 841,915 594 699,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
6024,Colegio P�blico Eduardo Rojo,Comedor - Horario ampliado - Integraci�n preferente (Trastornos generales del desarrollo),"BUS: 57, 103, 111, 144, 310", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f6c4ae10c471c010VgnVCM1000000b205a0aRCRD,EDUARDO ROJO,CALLE,V,5,MADRID,MADRID,28018,PALOMERAS BAJAS,PUENTE DE VALLECAS,443854,4471178,40.38742706684719,-3.6628050333334046,914 774 560,914 784 525,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
42014,Colegio P�blico El Espinillo,Comedor,"BUS: 22 , 59 , 85 , 79 , 123", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0d77598d1351c010VgnVCM1000000b205a0aRCRD,UNANIMIDAD,CALLE,V,1,MADRID,MADRID,28041,LOS ROSALES,VILLAVERDE,441245,4468328,40.36157241219842,-3.6932788501569522,917 237 434 - 913 182 512,917 237 434,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
176810,Colegio P�blico El Greco, Comedor - Horario ampliado. ,"RENFE: Villaverde Bajo BUS: SE Los Rosales , 85 , 123"," ENSE�ANZA: Segundo ciclo de Infantil, Educaci�n Primaria y Educaci�n Secundaria Obligatoria ",0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b9f34b6faa61c010VgnVCM1000000b205a0aRCRD,ESTEFANITA,CALLE,NUM,7,MADRID,MADRID,28021,BUTARQUE,VILLAVERDE,442785,4466530,40.345482201202394,-3.674981279643457,917 100 008,917 100 008,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5220,Colegio P�blico El Madro�o,Comedor -  Horario ampliado - Planes de mejora,"BUS: 63 , 141 , 143 , E", ENSE�ANZA: Educaci�n infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=571da3f5ca71c010VgnVCM1000000b205a0aRCRD,LAS MARISMAS,CALLE,NUM,14,MADRID,MADRID,28038,NUMANCIA,PUENTE DE VALLECAS,444572,4472813,40.402204300135466,-3.654488722948694,915 014 668,915 013 612,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5339,Colegio P�blico El Quijote,Comedor - Transporte -  Horario ampliado - Planes de mejora - Convenio con British Council,"METRO: Congosto BUS: 54 , 142", ENSE�ANZA: Educaci�n Infantil - Primaria ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ac2da3f5ca71c010VgnVCM1000000b205a0aRCRD,FUENTIDUE�A,CALLE,S/N,4,MADRID,MADRID,28031,CASCO H.VALLECAS,VILLA DE VALLECAS,447154,4469764,40.374905112512465,-3.6238093612915145,913 800 214,913 800 246,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
64474,Colegio P�blico El Sol,Comedor - Transporte - Horario Ampliado - Integraci�n preferente: Audtitivos- Planes de mejora,"BUS: 48 , 109 , 140",  Ense�anzas    Segundo ciclo de Educaci�n Infantil  Educaci�n Primaria   Educaci�n especial:   Educaci�n infantil   Educaci�n B�sica Obligatoria   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e667598d1351c010VgnVCM1000000b205a0aRCRD,CANILLEJAS A VICALVARO,AVENIDA,NUM,82,MADRID,MADRID,28022,ARCOS,SAN BLAS-CANILLEJAS,448221,4475206,40.423997382335585,-3.611684586484881,91 777 76 79  (Colegio P�blico) / 913 060 345 / 913 060 347 (Educaci�n Especial),913 060 347,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5145,Colegio P�blico Emilia Pardo Baz�n,Comedor - Planes de mejora,"METRO: Embajadores BUS: 27, 34, 36, 41, 60, 119, 148, C1, C2 RENFE: Embajadores ", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e -  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f14da3f5ca71c010VgnVCM1000000b205a0aRCRD,VENTORRILLO,CALLE,V,14,MADRID,MADRID,28005,EMBAJADORES,CENTRO,440245,4473354,40.40677803487061,-3.705527696367566,915 306 059,915 275 184,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5148,Colegio P�blico Ermita del Santo,Comedor - Horario ampliado - Planes de mejora,"BUS: 25 , 138", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9c6da3f5ca71c010VgnVCM1000000b205a0aRCRD,ERMITA DEL SANTO,PASEO,V,18,MADRID,MADRID,28011,PUERTA DEL ANGEL,LATINA,438732,4473826,40.41091984789517,-3.7234030687601254,914 642 590,914 642 590,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5149,Colegio P�blico Escuelas Aguirre, Comedor - Horario ampliado - Integraci�n (preferentemente auditivos) ," BUS: 20 , 26 , 63 , 69 , 152 ", ENSE�ANZA: Educacion Infantil - Primaria - Ense�anza biling&uuml;e  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e18da3f5ca71c010VgnVCM1000000b205a0aRCRD,PIO BAROJA,CALLE,V,4,MADRID,MADRID,28009,NI�O JESUS,RETIRO,442897,4474196,40.41454970248996,-3.674350860475647,915 741 864,915 044 683,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5150,Colegio P�blico Escuelas Bosque,Comedor - Transporte - Integraci�n (preferentemente mot�ricos) - Horario ampliado - Planes de mejora,"METRO: Francos Rodr�guez BUS: 44 , 64 , 126 , 127 , 128 , 132", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e   ,1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=379da3f5ca71c010VgnVCM1000000b205a0aRCRD,SANTO ANGEL DE LA GUARDA,AVENIDA,V,4,MADRID,MADRID,28039,VALDEZARZA,MONCLOA-ARAVACA,439697,4479154,40.45898733981378,-3.712536881730324,91 450 50 60- 91 459 05 57,91 459 05 57,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5245,Colegio P�blico Esperanza, Comedor - Horario ampliado - Planes de mejora ," METRO: Esperanza BUS: 73 , 120 , 122 ", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8cada3f5ca71c010VgnVCM1000000b205a0aRCRD,ANDORRA,CALLE,V,12,MADRID,MADRID,28043,CANILLAS,HORTALEZA,445359,4479383,40.46144263379954,-3.6457808079102354,913 003 012,913 003 012,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5152,Colegio P�blico Eugenio Mar�a de Hostos,Comedor - Horario ampliado - Planes de mejora,"METRO: Antonio Machado BUS: 42 , 127 , 132", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=27dda3f5ca71c010VgnVCM1000000b205a0aRCRD,VALDEVARNES,CALLE,V,26,MADRID,MADRID,28039,VALDEZARZA,MONCLOA-ARAVACA,439262,4480287,40.469162084516505,-3.7177757178062834,913 866 937 / 913 736 366,913 866 937,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5155,Colegio P�blico Felipe II,Comedor - Planes de mejora,"METRO: Ventilla BUS: 42 , 147", ENSE�ANZA: Educaci�n Infantil - Primaria  ,1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c10ea3f5ca71c010VgnVCM1000000b205a0aRCRD,ASTURIAS,AVENIDA,V,70,MADRID,MADRID,28029,ALMENARA,TETUAN,440828,4480690,40.47290570166502,-3.699341838889918,913 157 353,917 339 393,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5158,Colegio P�blico Fernando el Cat�lico,Comedor - Horario ampliado - Planes de mejora," METRO: Quevedo   BUS: 16 , 61 , 149 ", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e   ,1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6c2ea3f5ca71c010VgnVCM1000000b205a0aRCRD,FERNANDO EL CATOLICO,CALLE,V,16,MADRID,MADRID,28015,ARAPILES,CHAMBERI,439912,4476390,40.434103689530446,-3.7097392943348284,914 442 902,914 469 251,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5156,Colegio P�blico Fern�ndez de Morat�n,Comedor - Horario ampliado - Comedor - Planes de mejora,"BUS: 46 , 75", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=171ea3f5ca71c010VgnVCM1000000b205a0aRCRD,VALLADOLID,AVENIDA,NUM,2,MADRID,MADRID,28008,CASA DE CAMPO,MONCLOA-ARAVACA,438415,4475584,40.42673321856838,-3.7273094844478685,915 479 787 - 915 596 791,915 596 791,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5159,Colegio P�blico Fil�sofo S�neca,Comedor - Horario ampliado - Planes de mejora,"METRO: Parque de Santa Mar�a BUS: 9 , 107", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b14ea3f5ca71c010VgnVCM1000000b205a0aRCRD,SANTA ADELA,CALLE,V,21,MADRID,MADRID,28033,PINAR DEL REY,HORTALEZA,444995,4481266,40.478381551999256,-3.6502374703975162,917 638 145,913 817 216,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5160,Colegio P�blico Fontarr�n,Comedor - Transporte - Integraci�n (preferentemente mot�ricos) - Horario ampliado - Planes de mejora,"BUS: 8 , 20 , 30 , 45 , 63 , 71 , 100 , 143 , E", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=075ea3f5ca71c010VgnVCM1000000b205a0aRCRD,ARROYO FONTARRON,CALLE,V,24,MADRID,MADRID,28030,PAVONES,MORATALAZ,446341,4472013,40.39511351284605,-3.6335755702199677,917 720 378,913 050 045,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5161,Colegio P�blico Francisco Arranz,Transporte - Comedor - Horario ampliado - Planes de mejora,BUS: 34, ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5c6ea3f5ca71c010VgnVCM1000000b205a0aRCRD,SONDICA,CALLE,V,2,MADRID,MADRID,28044,LAS AGUILAS,LATINA,435371,4469859,40.37492895164089,-3.762609414778231,917 066 882,917 066 882,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
