



PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
6694;"Conservatorio Profesional de Música Teresa Berganza";"";"";"";" Metro: Lucero (línea 6)  Bus: 31, 119, 138  ";"  Artísticas ( LOGSE )    Artísticas ( LOE )    Música y danza  Música ( LOE )  Enseñanzas profesionales  Acordeón  Canto  Clarinete  Contrabajo  Fagot  Flauta travesera  Guitarra  Oboe  Percusión  Piano  Saxofón  Trombón  Trompa  Tuba  Viola  Violín  Violoncello  Trompeta  Instrumentos de cuerda pulsada  ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=87a9a4ea6871c010VgnVCM1000000b205a0aRCRD";"PALMIPEDO";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28047";"LUCERO";"LATINA";"436894";"4473021";"40.40353953330329";"-3.7449842188332623";"915 265 072";"915 262 534";"cpm.teresaberganza.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
101754;"Conservatorio Profesional de Música Victoria de los Ángeles";"";"";"";" Metro: Ciudad de los Ángeles (línea 3)  Bus: 22, 23, 59, 79, 85, 123, 130  ";"  Artísticas ( LOGSE )    Artísticas ( LOE )    Música y danza  Música ( LOE )  Canto  Clarinete  Contrabajo  Fagot  Flauta travesera  Guitarra  Oboe  Percusión  Piano  Saxofón  Trombón  Trompa  Tuba  Viola  Violín  Violoncello  Trompeta  Instrumentos de cuerda pulsada  ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=42e18899fc81c010VgnVCM1000000b205a0aRCRD";"FELICIDAD";"AVENIDA";"V";"27";"";"";"";"";"MADRID";"MADRID";"28041";"LOS ROSALES";"VILLAVERDE";"441602";"4468117";"40.35969672661692";"-3.689055240537216";"913 180 342";"913 180 347";"cpm.victoriadelosangeles.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
6689;"Conservatorio Profesional de Música. Calle Arturo Soria";"";"";"";"Bus: 11, 70, 114, 122 ";"  Artísticas ( LOGSE )    Artísticas ( LOE )    Música y danza  Música ( LOE )  Acordeón  Arpa  Canto  Clarinete  Clave  Contrabajo  Fagot  Flauta travesera  Flauta de pico  Guitarra  Guitarra flamenca  Instrumentos de cuerda pulsada del Renacimiento y Barroco  Instrumentos de púa  Oboe  Órgano  Percusión  Piano  Saxofón  Trombón  Trompa  Trompeta  Tuba  Viola  Viola de gamba  Violín  Viloncello  Trompeta  ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=61d9a4ea6871c010VgnVCM1000000b205a0aRCRD";"ARTURO SORIA";"CALLE";"V";"140";"";"";"";"";"MADRID";"MADRID";"28043";"SAN JUAN BAUTISTA";"CIUDAD LINEAL";"444786";"4478285";"40.4515223497512";"-3.6524432508495486";"914 135 090";"914 151 932";"cpm.ciudadlineal.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
4631819;"Conservatorio Superior de Danza María de Ávila";"";"";"";"Bus: 34, 35, 247";"  Artísticas ( LOE )    Música y danza  Danza ( LOE )  Enseñanzas Artísticas Superiores  Coreografía e Interpretación  Coreografía  Interpretación  Pedagogía de la Danza  Danza Profesional  ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=70ac4048341b4110VgnVCM1000000b205a0aRCRD";"GENERAL RICARDOS";"CALLE";"V";"177";"";"";"";"";"MADRID";"MADRID";"28025";"PUERTA BONITA";"CARABANCHEL";"437597";"4470980";"40.38520638371602";"-3.7364998395341953";"914 220 979 ";"914 615 031";"csd.mariadeavila.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
101581;"EFTI Escuela de Fotografía. Centro de Imagen";"";"";" Equipamientos: dos salas de exposiciones: sala Efti y sala Espacio Off  Servicios: cursos y master de fotografía y cine ";" Metro: Menéndez Pelayo (línea 1)  Bus: 10, 14, 24, 26, 32, 37, 54, 57, 102, 141, 152 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=172ae8ae8d81c010VgnVCM1000000b205a0aRCRD";"FUENTERRABIA";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28014";"PACIFICO";"RETIRO";"442280";"4473280";"40.40626433013061";"-3.6815278061427885";"915 529 999";"";"efti@efti.es";"/contenido/entidadesYorganismos/CentrosEnseñanzaEspecializada"; 
20831;"Escuela  Musical Silvela";"";"";"";" Metro: Manuel Becerra (líneas 2, 6)  Bus: 2, 12, 21, 38, 43, 48, 53, 56, 71, 106, 110, 146, 210  ";"  Enseñanza artística grado elemental    Piano  Violín  Violonchelo  Clarinete  Guitarra  Contrabajo  Fagot  Flauta Travesera  0boe  Saxofón  Trompa  Viola    Modalidad:  presencial  ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4e1e7d448b51c010VgnVCM2000000c205a0aRCRD";"FRANCISCO SILVELA";"CALLE";"V";"7";"";"";"";"";"MADRID";"MADRID";"28028";"LISTA";"SALAMANCA";"443290";"4475793";"40.42896324416705";"-3.6698616916060587";"914 020 708";"";"";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
4079;"Escuela de Animación y Educación Infantil y Juvenil en el Tiempo Libre de la Comunidad de Madrid";" E.A.E.J. Comunidad de Madrid ";"";" Formación y preparación de animadores y educadores de tiempo libre - Formación en colaboración con municipios - Formación en colaboración con asociaciones juveniles - Biblioteca y Centro de documentación - Oficina de información juvenil - Publicaciones - Intercambios formativos - Investigación ";" Metro: Santiago Bernabéu (línea 10) 
 Bus: 27, 40, 43, 120, 126, 150 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8e71a4ea6871c010VgnVCM1000000b205a0aRCRD";"CASTELLANA";"PASEO";"V";"101";"";"";"";"";"MADRID";"MADRID";"28046";"CUATRO CAMINOS";"TETUAN";"441508";"4478525";"40.45345072275751";"-3.6911206030551034";"915 980 097";"915 556 907";"escueladeanimacion@madrid.org";"/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre"; 
5901006;"Escuela de Animación y Tiempo Libre Francisco Giner de los Ríos";" Fundación Francisco Giner de los Ríos ";"";"";" Metro: Iglesia (línea 1) 
 Bus: 3, 5, 16, 61 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ddb8cce8aa30d210VgnVCM2000000c205a0aRCRD";"GENERAL MARTINEZ CAMPOS";"PASEO";"V";"14";"";"";"";"";"MADRID";"MADRID";"28010";"ALMAGRO";"CHAMBERI";"441008";"4476466";"40.43486693718328";"-3.6968253483495004";"914 460 197";"";"escuelatiempolibre@fundacionginer.org";"/contenido/entidadesYorganismos/CentrosEscuelasTiempoLibre"; 
27188;"Escuela de Arte Francisco Alcántara";"";"";"";"Bus: 41, 46, 75";"  Enseñanzas autorizadas  (artísticas)   Alfarería  Cerámica artística  Decoración cerámica  Modelismo  Modelismo y Matricería cerámica   ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e6ae059cb751c010VgnVCM2000000c205a0aRCRD";"FRANCISCO Y JACINTO ALCANTARA";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28008";"CASA DE CAMPO";"MONCLOA-ARAVACA";"438672";"4475579";"40.42671627797425";"-3.7242678207147524";"915 423 241";"915 473 942";"ea.franciscoalcantara.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
6674;"Escuela de Arte La Palma";"";"";"";"METRO: Noviciado , Tribunal BUS: 3 , 21 , 40 , 147 , 149 ";" ENSEÑANZAS:  BACHILLERATO:Artes - Artes plásticas, diseño e imagen.  ARTÍSTICAS: Artes aplicadas al muro - Artes aplicadas de la escultura - Artes aplicadas de la madera - Artes aplicadas del metal. ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=db3ba4ea6871c010VgnVCM1000000b205a0aRCRD";"PALMA";"CALLE";"NUM";"46";"";"";"";"";"MADRID";"MADRID";"28004";"UNIVERSIDAD";"CENTRO";"440225";"4475551";"40.42656819920333";"-3.7059702232791585";"915 216 232 / 915 222 788";"915 226 594";"ea.lapalma.madrid@educa.madrid.org ";"/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPublicos"; 
6719;"Escuela de Arte y Antigüedades";" Organiza cursos teóricos de anticuario, tasación y experto en obras de arte. ";"";"";" Metro: Retiro (línea 2), Velázquez (línea 4)  Bus: 1, 9, 19, 51, 74   Renfe: Recoletos ";"  Titulaciones    Máster Tasación de Antig&uuml;edades  Anticuariado  Especialista en Arte Contemporáneo  Tasación y Peritaje de Obras de Arte  Restauración de Muebles: técnicas  Restauración de Muebles: prácticas  Restauración de Pintura: técnicas  Restauración de Pintura: prácticas  Restauración de Papel y Técnica de Encuadernación  Restauración de Cerámica y de Porcelana  Cursos a distancia ( e-Learning)   Máster Tasación de Antig&uuml;edades  on line   ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6e4ba4ea6871c010VgnVCM1000000b205a0aRCRD";"NUÑEZ DE BALBOA";"CALLE";"V";"13";"";"";"";"";"MADRID";"MADRID";"28001";"RECOLETOS";"SALAMANCA";"442163";"4475127";"40.42288584260388";"-3.6830865200617007";"915 231 214";"915 231 214";"info@eaart.com";"/contenido/entidadesYorganismos/CentrosEnseñanzaEspecializada"; 
6690;"Escuela de cerámica de la Moncloa";"";"De lunes a viernes de 9 a 14 horas (atención público)";"Biblioteca - Sala de Exposiciones Arnaldos - Montajes - Encuentros";"Metro: Príncipe Pío  Bus: 74 , 21 , 41 , 46 , 75";" ENSEÑANZAS. ACCESO: Con ESO - BUP o FP2 (Se obtiene un Diploma de Ceramista expedido por el Ayuntamiento) -   CURSOS MONOGRÁFICOS. ACCESO: Prueba de nivel cuando la demanda es superior a las plazas   TALLERES: ACCESO: Prueba de nivel   Más información en:    Escuela de Cerámica de la Moncloa  ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=009fa4ea6871c010VgnVCM1000000b205a0aRCRD";"FRANCISCO Y JACINTO ALCANTARA";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28008";"CASA DE CAMPO";"MONCLOA-ARAVACA";"438672";"4475579";"40.42670719570918";"-3.7242795119747836";"915 478 589 ";"";"escuelaceramica@madrid.es";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
7407746;"Escuela de Cine y Televisión de Madrid Séptima Ars";" Cinematografía ";"";"";" Metro: Concha Espina (línea 9)  Bus: 7, 14, 51 ";" Enseñanza: cinematografía ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8b0269ad47ef4410VgnVCM2000000c205a0aRCRD";"FUENTE DEL SAZ";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28016";"HISPANOAMERICA";"CHAMARTIN";"442429";"4478544";"40.45368631081791";"-3.680261280613375";"914 577 973  
";"914 577 973";"informacion@septima-ars.com";"/contenido/entidadesYorganismos/CentrosEnseñanzaEspecializada"; 
26410;"Escuela de Circo Carampa";"";"";" 
 Curso Profesional de dos años 
 Formación básica: danza, acrobacia, teatro, preparación física, técnicas de seguridad 
 Formación específica: malabares, técnicas aéreas, equilibrios 
 Formación pedagógica: pedagogía y práctica de la enseñanza 
 Teoría: historia del circo, anatomía, teoría teatral, dramaturgia, producción y otras materias de apoyo teórico 
  
 Cursos de tarde, cursos intensivos y club de circo infantil. 
 ";"";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0cce059cb751c010VgnVCM2000000c205a0aRCRD";"ROBLEDAL";"CAMINO";"V";"2";"";"";"";"Parque de la Casa de Campo";"MADRID";"MADRID";"28011";"CASA DE CAMPO";"MONCLOA-ARAVACA";"436815";"4474247";"40.414568820431136";"-3.7460369869790267";"914 792 602";"914 792 602";"carampa@nodo50.org";"/contenido/entidadesYorganismos/CentrosEnseñanzaEspecializada"; 
6847;"Escuela de Economía";" Desde su creación, la Escuela de Economía del Colegio de Economistas de Madrid, tiene un objetivo principal: cubrir las cada vez mayores necesidades de especialización y formación continua que la sociedad requiere de los economistas y profesionales de la empresa.  Cuenta con un profesorado externo - académicos y profesionales de gran prestigio - que acerca la vida profesional del economista a las aulas. ";"";" Programación de cursos, seminarios y sesiones monográficas de contabilidad, auditoría, dirección de empresas, control de gestión, mercados monetarios y financieros, fiscalidad, economía, con un enfoque eminentemente práctico, así como másteres y cursos on-line en colaboración con otras instituciones universitarias y no universitarias. ";" Metro: Ópera (líneas 2, 5, Ramal), Callao (líneas 3, 5), Sol (líneas 1, 3)  Bus: 1, 2, 3, 5 , 15, 20, 25, 39, 46, 51, 52, 53, 74, 133, 146, 147, 150  Renfe: Sol ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d9dba4ea6871c010VgnVCM1000000b205a0aRCRD";"FLORA";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28013";"SOL";"CENTRO";"440085";"4474621";"40.4181802465183";"-3.707532746173566";"915 594 602";"915 592 916";"escueco@cemad.es";"/contenido/entidadesYorganismos/CentrosEnseñanzaEspecializada"; 
20835;"Escuela de Enseñanza Musical Katarina Gurska";"";"";"";" Metro: Cuatro Caminos (líneas 1, 2, 6)  Bus: 3, 37, 45, 149 ";"  Enseñanza artística:    Musicología  Composición  Dirección  Pedagogía  Interpretación  Producción y Gestión  Sonología  Master enseñanzas artísticas  Composición instrumental contemporánea  Composición electroacústica  Composición para medios audiovisuales  Interpretación solista    Modalidad:  presencial ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=333e7d448b51c010VgnVCM2000000c205a0aRCRD";"SANTA ENGRACIA";"CALLE";"V";"179";"";"";"";"";"MADRID";"MADRID";"28003";"RIOS ROSAS";"CHAMBERI";"440433";"4477693";"40.44587922661486";"-3.7037194919725462";"";"";"";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
6845;"Escuela de Finanzas Aplicadas";"";"";"  Cursos y seminarios sobre mercado monetario y finanzas  Salón de actos  Aula de informática  CafeterÍa  Editorial  ";" Metro: Rubén Darío (línea 5)  Bus: 3, 7, 40, 147 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6ceba4ea6871c010VgnVCM1000000b205a0aRCRD";"EL ESPA&Ntilde;OLETO";"CALLE";"V";"19";"";"";"";"";"MADRID";"MADRID";"28010";"ALMAGRO";"CHAMBERI";"441187";"4476069";"40.43130327827446";"-3.6946782414181114";"915 200 150 / 915 200 180  
";"915 200 149";"info@afi.es";"/contenido/entidadesYorganismos/CentrosEnseñanzaEspecializada"; 
190708;"Escuela de Guerra del Ejército";"";"";"";" Metro: San Bernardo (líneas 2, 4), Arg&uuml;elles (líneas 2, 3, 4)  Bus: 21 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4c13e2ea83a30110VgnVCM2000000c205a0aRCRD";"SANTA CRUZ DE MARCENADO";"CALLE";"V";"25";"";"";"";"";"MADRID";"MADRID";"28015";"UNIVERSIDAD";"CENTRO";"439697";"4475863";"40.42934065701354";"-3.7122238864380384";"915 242 000 (Centralita)";"915 470 299";"";"/contenido/entidadesYorganismos/CentrosEnseñanzaEspecializada"; 
20812;"Escuela de Música Allegro";"";"";"";" Metro: Barrio del Pilar (línea 9)  Bus: 42, 147 ";"  Enseñanzas artísticas elementales y profesionales    Piano  Saxofón  Trompa  Viola  Flauta travesera  Oboe  Fagot  Violín  Violoncello  Guitarra    Modalidad:  presencial  Adscrito al Conservatorio Profesional de Música Joaquin Turina  ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8acd7d448b51c010VgnVCM2000000c205a0aRCRD";"VILLA DE MARIN";"CALLE";"V";"7";"";"";"";"";"MADRID";"MADRID";"28029";"LA PAZ";"FUENCARRAL-EL PARDO";"440698";"4480961";"40.475337685735425";"-3.700900707649782";"913 140 074";"";"";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
6702;"Escuela de Música Andana";"";"";"";" Metro: Pinar de Chamartín (líneas 1, 4)  Bus: 29, 125, 129, 150 ";"  Enseñanza artística grado elemental    Acordeón  Arpa  Clarinete  Flauta travesera  Guitarra  Guitarra flamenca  Piano  Viola  Violín  Violoncello    Modalidad:  presencial   Adscrito al  Conservatorio Profesional de Música de la calle Arturo Soria  ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e31ca4ea6871c010VgnVCM1000000b205a0aRCRD";"JAZMIN";"CALLE";"V";"29";"";"";"";"";"MADRID";"MADRID";"28033";"COSTILLARES";"CIUDAD LINEAL";"443814";"4481622";"40.48151841216352";"-3.6641897283645526";"917 670 936";"917 670 936";"andana@andana.es";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
20815;"Escuela de Música Ayensa";"";"";"";" Metro: Conde de Casal (línea 6)  Bus: 14, 32, 56, 63, 143 ";"  Enseñanza artística grado elemental    Flauta travesera  Guitarra  Oboe  Piano  Viola  Violín  Violoncello    Modalidad : presencial ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7fdd7d448b51c010VgnVCM2000000c205a0aRCRD";"ABTAO";"CALLE";"V";"46";"";"";"";"";"MADRID";"MADRID";"28007";"PACIFICO";"RETIRO";"442902";"4473294";"40.40642434579682";"-3.6742108327814242";"915 019 532";"";"ayensamusica@hotmail.com";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
8187758;"Escuela de Música Calasanz";"";"";"";"";"  Enseñanza artística grado elemental:    Contrabajo  Clarinete  Fagot  Flauta travesera  oboe  Percusión  Piano  Saxofón  Trombón  Trompa   Trompeta  Guitarra  Tuba  Viola  Violín  Violoncello    Modalidad:  presencial ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ec74fa43ab29f410VgnVCM1000000b205a0aRCRD";"CONDE DE PEÑALVER";"CALLE";"V";"51";"";"";"";"";"MADRID";"MADRID";"28006";"LISTA";"SALAMANCA";"442821";"4476029";"40.43105715287066";"-3.6753999387763914";"";"";"";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
19442;"Escuela de Música Creativa - Estudios Profesionales";"";"";"";" Metro: Tribunal (líneas 1, 10), Noviciado (línea 2)  BUS: 3, 40, 147, 149 ";"  Enseñanza artística    Bajo eléctrico   Clarinete  Contrabajo  Fagot  Flauta travesera  Trompeta  Guitarra  Guitarra eléctrica  Oboe  Piano  Saxofón  Trompa  Viola  Trombón  Violín  Violoncello    Modalidad:  presencial   Adscrito al  Conservatorio Profesional de la calle Ferraz ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a4e1059cb751c010VgnVCM2000000c205a0aRCRD";"PALMA";"CALLE";"V";"35";"";"";"";"";"MADRID";"MADRID";"28004";"UNIVERSIDAD";"CENTRO";"440353";"4475523";"40.42633424675786";"-3.704447043974718";"915 211 156";"915 217 564";"gerencia@musicacreativa.com";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
6700;"Escuela de Música Intermezzo";"";"";"";" Metro: Atocha Renfe (línea 1)  Bus: 6, 19, 27, 34, 41, 45, 47, 55, 59, 85, 86, 102, 119, 247  Renfe: Atocha ";"  Enseñanza artística grado elemental:     Piano   Viola   Violín   Violoncello    Modalidad:  Presencial   Adscrito al  Conservatorio Profesional Ángel Arias Maceín ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cd3ca4ea6871c010VgnVCM1000000b205a0aRCRD";"MENDEZ ALVARO";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28045";"PALOS DE MOGUER";"ARGANZUELA";"441315";"4473368";"40.40698040929918";"-3.6929195885172104";"915 278 467";"";"info@intermezzo-escuela.com";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
6713;"Escuela de Música Katarina Gurska";"";"";"";" Metro: Concha Espina (línea 9)  Bus: 7, 16, 19, 29, 51, 52 ";"  Enseñanza artística grado elemental y profesional:     Arpa  Canto   Clarinete   Contrabajo  Flauta travesera  Flauta de pico  Fagot  Guitarra  Oboe   Órgano  Violoncello   Saxofón   Trompa   Viola   Violín  Piano     Modalidad:  presencial   Adscrito al  Conservatorio Profesional de Música de la calle Ferraz       ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b25ca4ea6871c010VgnVCM1000000b205a0aRCRD";"GENIL";"CALLE";"V";"13";"";"";"";"";"MADRID";"MADRID";"28002";"EL VISO";"CHAMARTIN";"442374";"4478044";"40.449178261663036";"-3.6808644173382956";"915 635 555";"915 639 125";"em@katarinagurska.com";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
20821;"Escuela de Música Mater Salvatoris";"";"";"";"Bus: 83, 133";"  Enseñanza artística profesional    Canto  Clarinete  Contrabajo  Fagot  Flauta travesera  Guitarra  Oboe  Piano  Trompa  Viola  Violín  Violoncello  Trompeta    Modalidad:  presencial ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=590e7d448b51c010VgnVCM2000000c205a0aRCRD";"CORUÑA";"CARRETERA";"";"9";"";"";"";"";"MADRID";"MADRID";"28040";"ARAVACA";"MONCLOA-ARAVACA";"434779";"4479510";"40.46182211349167";"-3.770585534356343";"913 071 243";"913 571 595";"secretaria@matersalvatoris.org";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
6701;"Escuela de Música Progreso Musical";"";"";"";" Metro: Arg&uuml;elles (líneas 3, 4, 6)  Bus: 1, 21, 44, 133,  C  ";"  Enseñanza artística profesional:  acordeón, Canto, Bajo eléctrico, Clarinete, Fagot, Flauta Travesera, Flauta de Pico, Guitarra, Guitarra eléctrica, Oboe, Percusión, Piano, Saxofón, Trombón, Trompa, Tuba, Trompeta, Violín, Violoncello, Viola    Enseñanza artística superior:  Musicología, Composición, Dirección, Pedagogía, Interpretación Arpa, Clarinete, Oboe, Fagot, Contrabajo, Percusión, Saxofón, Trompa, Violonchello, Trombón, Tuba, Viola, Violín, Trompeta, Canto, Piano, Guitarra, Acordeón   Modalidad:  presencial   Adscrito al  Conservatorio Profesional de Música de la calle Ferraz ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a76ca4ea6871c010VgnVCM1000000b205a0aRCRD";"TUTOR";"CALLE";"V";"52";"";"";"";"";"MADRID";"MADRID";"28008";"ARGUELLES";"MONCLOA-ARAVACA";"439216";"4476053";"40.43102619413128";"-3.717912391655704";"915 495 036";"";"progresomusical@telefonica.net";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
24410;"Escuela de Música Santa Cecilia";"";"";"";" Metro: Guzmán el Bueno (líneas 6, 7)  Bus: 44, 45, 127  ";"  Enseñanza artística grado profesional    Acordeón  Arpa  Canto  Clarinete  Fagot  Flauta travesera  Contrabajo  Flauta de Pico  Guitarra  Oboe  Piano  Saxofón  Trombón  Trompa  Tuba  Trompeta  Violín  Violoncello  Viola    Modalidad:  presencial   Adscrito al  Conservatorio de Música Joaquín Turina ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=284e7d448b51c010VgnVCM2000000c205a0aRCRD";"VIVERO";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28040";"CIUDAD UNIVERSITARIA";"MONCLOA-ARAVACA";"439864";"4477983";"40.44845069966017";"-3.710444449153395";"915 353 795";"";"admon@santacecilia.info";"/contenido/entidadesYorganismos/CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"; 
