PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,BARRIO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,TIPO
5123,Colegio Público Ciudad de Zaragoza,,,"BUS: 105 , 112 , 115 , 151", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0daba3f5ca71c010VgnVCM1000000b205a0aRCRD,MANUEL AGUILAR MUÑOZ,CALLE,,MADRID,MADRID,28042,ALAMEDA DE OSUNA,BARAJAS,449984,4479224,40.460302151327085,-3.5912198696737083,913 293 756 - 917 477 420,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5120,Colegio Público Ciudad de los Ángeles,,,"BUS: 18 , 22 , 59 , 79 , 85 , 86 , 116", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1d6ba3f5ca71c010VgnVCM1000000b205a0aRCRD,LA ALEGRIA DE LA HUERTA,CALLE,,MADRID,MADRID,28041,LOS ANGELES,VILLAVERDE,441002,4467672,40.35564559555992,-3.696079786555593,917 954 993,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5125,Colegio Público Claudio Moyano,,,"METRO: Canal , Islas Filipinas BUS: 2 , 12 , 202", ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a7dba3f5ca71c010VgnVCM1000000b205a0aRCRD,CEA BERMUDEZ,CALLE,,MADRID,MADRID,28003,VALLEHERMOSO,CHAMBERI,439993,4476929,40.43896509232795,-3.708835358862963,915 335 718,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5277,Colegio Público Complejo Escolar Príncipe Felipe,,,"METRO: Barrio del Pilar BUS: 49 , 83 , 128 , 132 , 134 , 137", ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&uuml;e - ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8ff6a3f5ca71c010VgnVCM1000000b205a0aRCRD,MONFORTE DE LEMOS,AVENIDA,,MADRID,MADRID,28029,LA PAZ,FUENCARRAL-EL PARDO,440693,4481503,40.480219870681125,-3.7010104732977656,913 146 819,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5128,Colegio Público Concha Espina,,,"METRO: Miguel Hernandez BUS: 54 , 58 , 103 , 142 , 143 , 144", ENSEÑANZA: Educación infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=420ca3f5ca71c010VgnVCM1000000b205a0aRCRD,GERARDO DIEGO,CALLE,,MADRID,MADRID,28018,PALOMERAS SURESTE,PUENTE DE VALLECAS,445453,4470983,40.38577682775334,-3.643950119182148,917 781 461,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5129,Colegio Público Conde de Romanones,,," METRO: El Carmen, Quintana   BUS: 21, 38, 48,  109, 146 ", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=971ca3f5ca71c010VgnVCM1000000b205a0aRCRD,ELFO,CALLE,,MADRID,MADRID,28027,QUINTANA,CIUDAD LINEAL,445632,4476721,40.43747986110289,-3.6423326381692056,913 673 655 - 914 080 947,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
6149062,Colegio Público Cortes de Cádiz,,," BUS: 172, 173 ", ENSEÑANZAS: Segundo ciclo de Educación Infantil - Primaria -  Enseñanza Biling&uuml;e - ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=34cee4f2de891310VgnVCM2000000c205a0aRCRD,NICETO ALCALA ZAMORA,AVENIDA,,MADRID,MADRID,28050,VALDEFUENTES,HORTALEZA,444522,4483551,40.49893432860617,-3.656017907963137,911 727 223,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5131,Colegio Público Costa Rica,,,"METRO: Aluche BUS: 17 , 121 , 131 , 138 RENFE: Aluche", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ec2ca3f5ca71c010VgnVCM1000000b205a0aRCRD,CAMARENA,CALLE,,MADRID,MADRID,28047,ALUCHE,LATINA,435943,4471028,40.38550403353863,-3.755989664410327,917 171 601,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5132,Colegio Público Cristóbal Colón,,," BUS: 22 , 76 , 86 , 130 , 131  RENFE: Puente Alcocer ", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=324ca3f5ca71c010VgnVCM1000000b205a0aRCRD,CARABANCHEL A VILLAVERDE,CARRETERA,,MADRID,MADRID,28041,SAN ANDRES,VILLAVERDE,440150,4467091,40.35035079998796,-3.706057974681441,917 973 312,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5133,Colegio Público Cuba,,,"METRO: Campamento , Empalme BUS: 25 , 121 , 131 , 138", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=875ca3f5ca71c010VgnVCM1000000b205a0aRCRD,TEMBLEQUE,CALLE,,MADRID,MADRID,28024,ALUCHE,LATINA,435492,4472096,40.39509014363514,-3.761411071256881,915 187 564,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5135,Colegio Público Daniel Vázquez Díaz,,,"METRO: Valdezarza BUS: 126 ,127 , 128 , 132", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=228ca3f5ca71c010VgnVCM1000000b205a0aRCRD,ARMENTEROS,CALLE,,MADRID,MADRID,28039,VALDEZARZA,MONCLOA-ARAVACA,439661,4479797,40.464777111936684,-3.7130226942453906,914 505 842,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5136,Colegio Público Dionisio Ridruejo,,,"METRO: San Lorenzo BUS: 72 , 87", ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=779ca3f5ca71c010VgnVCM1000000b205a0aRCRD,ZIPAQUIRA,CALLE,,MADRID,MADRID,28033,PINAR DEL REY,HORTALEZA,446321,4480661,40.47301835441678,-3.6345431561438026,917 639 188,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5137,Colegio Público Doctor Conde Arruga,,,"METRO: Artilleros BUS: 20 , 30 , 71 , 100", ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ccaca3f5ca71c010VgnVCM1000000b205a0aRCRD,HACIENDA DE PAVONES,CALLE,,MADRID,MADRID,28030,VINATEROS,MORATALAZ,445499,4472986,40.40382410472334,-3.643579973780007,917 732 393,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5138,Colegio Público Doctor Federico Rubio,,,"METRO: Francos Rodríguez BUS: 44 , 127", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=12cca3f5ca71c010VgnVCM1000000b205a0aRCRD,DOCTOR FEDERICO RUBIO Y GALI,AVENIDA,,MADRID,MADRID,28039,BELLAS VISTAS,TETUAN,439792,4478425,40.45242712056568,-3.7113472292938066,914 502 091,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5140,Colegio Público Doctor Severo Ochoa,,,"BUS: 4 , 100 , 106 , 130 ", ENSEÑANZA: Educacion Infantil - Primaria - Enseñanza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=67dca3f5ca71c010VgnVCM1000000b205a0aRCRD,EZCARAY,CALLE,,MADRID,MADRID,28032,AMBROZ,VICALVARO,448041,4473688,40.410311030784285,-3.6136821061928113,917 752 715,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5141,Colegio Público Doctor Tolosa Latour,,,"BUS: 54 , 144", ENSEÑANZA: Educación infantil - Primaria - Enseñanza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bceca3f5ca71c010VgnVCM1000000b205a0aRCRD,ASTURIANOS,CALLE,,MADRID,MADRID,28018,PALOMERAS SURESTE,PUENTE DE VALLECAS,445615,4470563,40.38200381255466,-3.642005680937447,91 778 47 94,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5134,Colegio Público Dámaso Alonso,,,"BUS: 22 , 79 , 86 , 130 , 131", ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=dc6ca3f5ca71c010VgnVCM1000000b205a0aRCRD,ESPINELA,AVENIDA,,MADRID,MADRID,28021,SAN ANDRES,VILLAVERDE,439900,4466615,40.34604471386465,-3.7089567302070083,917 970 620,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5144,Colegio Público EEUU - Huarte de San Juan,,,"BUS: 41 , 75", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=020da3f5ca71c010VgnVCM1000000b205a0aRCRD,COMANDANTE FORTEA,PASEO,,MADRID,MADRID,28008,CASA DE CAMPO,MONCLOA-ARAVACA,437874,4475807,40.42870179468233,-3.733708557423035,915 418 978 - 915 420 841,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
6024,Colegio Público Eduardo Rojo,,,"BUS: 57, 103, 111, 144, 310", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f6c4ae10c471c010VgnVCM1000000b205a0aRCRD,EDUARDO ROJO,CALLE,,MADRID,MADRID,28018,PALOMERAS BAJAS,PUENTE DE VALLECAS,443854,4471178,40.38742706684719,-3.6628050333334046,914 774 560,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
42014,Colegio Público El Espinillo,,,"BUS: 22 , 59 , 85 , 79 , 123", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0d77598d1351c010VgnVCM1000000b205a0aRCRD,UNANIMIDAD,CALLE,,MADRID,MADRID,28041,LOS ROSALES,VILLAVERDE,441245,4468328,40.36157241219842,-3.6932788501569522,917 237 434 - 913 182 512,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
176810,Colegio Público El Greco,,,"RENFE: Villaverde Bajo BUS: SE Los Rosales , 85 , 123"," ENSEÑANZA: Segundo ciclo de Infantil, Educación Primaria y Educación Secundaria Obligatoria ",0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b9f34b6faa61c010VgnVCM1000000b205a0aRCRD,ESTEFANITA,CALLE,,MADRID,MADRID,28021,BUTARQUE,VILLAVERDE,442785,4466530,40.345482201202394,-3.674981279643457,917 100 008,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5220,Colegio Público El Madroño,,,"BUS: 63 , 141 , 143 , E", ENSEÑANZA: Educación infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=571da3f5ca71c010VgnVCM1000000b205a0aRCRD,LAS MARISMAS,CALLE,,MADRID,MADRID,28038,NUMANCIA,PUENTE DE VALLECAS,444572,4472813,40.402204300135466,-3.654488722948694,915 014 668,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5339,Colegio Público El Quijote,,,"METRO: Congosto BUS: 54 , 142", ENSEÑANZA: Educación Infantil - Primaria ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ac2da3f5ca71c010VgnVCM1000000b205a0aRCRD,FUENTIDUEÑA,CALLE,,MADRID,MADRID,28031,CASCO H.VALLECAS,VILLA DE VALLECAS,447154,4469764,40.374905112512465,-3.6238093612915145,913 800 214,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
64474,Colegio Público El Sol,,,"BUS: 48 , 109 , 140",  Enseñanzas    Segundo ciclo de Educación Infantil  Educación Primaria   Educación especial:   Educación infantil   Educación Básica Obligatoria   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e667598d1351c010VgnVCM1000000b205a0aRCRD,CANILLEJAS A VICALVARO,AVENIDA,,MADRID,MADRID,28022,ARCOS,SAN BLAS-CANILLEJAS,448221,4475206,40.423997382335585,-3.611684586484881,91 777 76 79  (Colegio Público) / 913 060 345 / 913 060 347 (Educación Especial),/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5145,Colegio Público Emilia Pardo Bazán,,,"METRO: Embajadores BUS: 27, 34, 36, 41, 60, 119, 148, C1, C2 RENFE: Embajadores ", ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&uuml;e -  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f14da3f5ca71c010VgnVCM1000000b205a0aRCRD,VENTORRILLO,CALLE,,MADRID,MADRID,28005,EMBAJADORES,CENTRO,440245,4473354,40.40677803487061,-3.705527696367566,915 306 059,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5148,Colegio Público Ermita del Santo,,,"BUS: 25 , 138", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9c6da3f5ca71c010VgnVCM1000000b205a0aRCRD,ERMITA DEL SANTO,PASEO,,MADRID,MADRID,28011,PUERTA DEL ANGEL,LATINA,438732,4473826,40.41091984789517,-3.7234030687601254,914 642 590,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5149,Colegio Público Escuelas Aguirre,,," BUS: 20 , 26 , 63 , 69 , 152 ", ENSEÑANZA: Educacion Infantil - Primaria - Enseñanza biling&uuml;e  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e18da3f5ca71c010VgnVCM1000000b205a0aRCRD,PIO BAROJA,CALLE,,MADRID,MADRID,28009,NIÑO JESUS,RETIRO,442897,4474196,40.41454970248996,-3.674350860475647,915 741 864,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5150,Colegio Público Escuelas Bosque,,,"METRO: Francos Rodríguez BUS: 44 , 64 , 126 , 127 , 128 , 132", ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&uuml;e   ,1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=379da3f5ca71c010VgnVCM1000000b205a0aRCRD,SANTO ANGEL DE LA GUARDA,AVENIDA,,MADRID,MADRID,28039,VALDEZARZA,MONCLOA-ARAVACA,439697,4479154,40.45898733981378,-3.712536881730324,91 450 50 60- 91 459 05 57,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5245,Colegio Público Esperanza,,," METRO: Esperanza BUS: 73 , 120 , 122 ", ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&uuml;e  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8cada3f5ca71c010VgnVCM1000000b205a0aRCRD,ANDORRA,CALLE,,MADRID,MADRID,28043,CANILLAS,HORTALEZA,445359,4479383,40.46144263379954,-3.6457808079102354,913 003 012,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5152,Colegio Público Eugenio María de Hostos,,,"METRO: Antonio Machado BUS: 42 , 127 , 132", ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=27dda3f5ca71c010VgnVCM1000000b205a0aRCRD,VALDEVARNES,CALLE,,MADRID,MADRID,28039,VALDEZARZA,MONCLOA-ARAVACA,439262,4480287,40.469162084516505,-3.7177757178062834,913 866 937 / 913 736 366,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5155,Colegio Público Felipe II,,,"METRO: Ventilla BUS: 42 , 147", ENSEÑANZA: Educación Infantil - Primaria  ,1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c10ea3f5ca71c010VgnVCM1000000b205a0aRCRD,ASTURIAS,AVENIDA,,MADRID,MADRID,28029,ALMENARA,TETUAN,440828,4480690,40.47290570166502,-3.699341838889918,913 157 353,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5158,Colegio Público Fernando el Católico,,," METRO: Quevedo   BUS: 16 , 61 , 149 ", ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&uuml;e   ,1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6c2ea3f5ca71c010VgnVCM1000000b205a0aRCRD,FERNANDO EL CATOLICO,CALLE,,MADRID,MADRID,28015,ARAPILES,CHAMBERI,439912,4476390,40.434103689530446,-3.7097392943348284,914 442 902,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5156,Colegio Público Fernández de Moratín,,,"BUS: 46 , 75", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=171ea3f5ca71c010VgnVCM1000000b205a0aRCRD,VALLADOLID,AVENIDA,,MADRID,MADRID,28008,CASA DE CAMPO,MONCLOA-ARAVACA,438415,4475584,40.42673321856838,-3.7273094844478685,915 479 787 - 915 596 791,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5159,Colegio Público Filósofo Séneca,,,"METRO: Parque de Santa María BUS: 9 , 107", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b14ea3f5ca71c010VgnVCM1000000b205a0aRCRD,SANTA ADELA,CALLE,,MADRID,MADRID,28033,PINAR DEL REY,HORTALEZA,444995,4481266,40.478381551999256,-3.6502374703975162,917 638 145,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5160,Colegio Público Fontarrón,,,"BUS: 8 , 20 , 30 , 45 , 63 , 71 , 100 , 143 , E", ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=075ea3f5ca71c010VgnVCM1000000b205a0aRCRD,ARROYO FONTARRON,CALLE,,MADRID,MADRID,28030,PAVONES,MORATALAZ,446341,4472013,40.39511351284605,-3.6335755702199677,917 720 378,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5161,Colegio Público Francisco Arranz,,,BUS: 34, ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5c6ea3f5ca71c010VgnVCM1000000b205a0aRCRD,SONDICA,CALLE,,MADRID,MADRID,28044,LAS AGUILAS,LATINA,435371,4469859,40.37492895164089,-3.762609414778231,917 066 882,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5165,Colegio Público Francisco Fatóu,,,"BUS: 58 , 142", ENSEÑANZA: Educación Infantil - Primaria ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=91cea3f5ca71c010VgnVCM1000000b205a0aRCRD,SUERTE,CAMINO,,MADRID,MADRID,28031,CASCO H.VALLECAS,VILLA DE VALLECAS,447611,4469880,40.37597903288599,-3.6184358604020184,913 321 050,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5166,Colegio Público Francisco Ruano,,,"BUS: 24 , 102 , 111 , 144 RENFE: Entrevias", ENSEÑANZA: Educación infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e6dea3f5ca71c010VgnVCM1000000b205a0aRCRD,ALMURADIEL,CALLE,,MADRID,MADRID,28053,ENTREVIAS,PUENTE DE VALLECAS,442936,4470370,40.380085637390486,-3.673547648504667,917 862 196,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5162,Colegio Público Francisco de Goya,,,"METRO: Puerta del Angel BUS: 31 , 33 , 36 , 39 , 65 , 138", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a18ea3f5ca71c010VgnVCM1000000b205a0aRCRD,ANTILLON,CALLE,,MADRID,MADRID,28011,PUERTA DEL ANGEL,LATINA,438360,4473859,40.411189612846165,-3.727790340862767,914 637 472,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5163,Colegio Público Francisco de Luis,,,"METRO: Estrella BUS: 8 , 20 , 30 , 32 , 113", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f69ea3f5ca71c010VgnVCM1000000b205a0aRCRD,CORREGIDOR RODRIGO RODRIGUEZ,CALLE,,MADRID,MADRID,28030,MEDIA LEGUA,MORATALAZ,444085,4473553,40.40883801642817,-3.660292565776491,914 394 600,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5164,Colegio Público Francisco de Quevedo,,,"METRO: Menéndez Pelayo BUS: 24 , 37 , 54 , 57 , 102 , 141 , 152", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4caea3f5ca71c010VgnVCM1000000b205a0aRCRD,GRANADA,CALLE,,MADRID,MADRID,28007,PACIFICO,RETIRO,442466,4473110,40.404727692050116,-3.679332106624429,915 515 211,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5167,Colegio Público Fray Junípero Serra,,,"METRO: Nueva Numancia BUS: 10 , 24 , 54 , 57 , 58 , 310 , 410", ENSEÑANZA: Educación infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3ceea3f5ca71c010VgnVCM1000000b205a0aRCRD,VALDERRIBAS,CAMINO,,MADRID,MADRID,28038,NUMANCIA,PUENTE DE VALLECAS,444255,4472050,40.395309545329106,-3.658157243926342,914 304 882,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
176824,Colegio Público Gabriela Mistral,,," METRO: Las Tablas  BUS: 172, 176 ", ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&uuml;e  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0f044b6faa61c010VgnVCM1000000b205a0aRCRD,MIRALLOS,CALLE,,MADRID,MADRID,28050,VALVERDE,FUENCARRAL-EL PARDO,443552,4484536,40.50774206131332,-3.6675525270094127,913 586 549,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5082,Colegio Público Gandhi,,,"METRO: García Noblejas BUS: 70 , 109 , 106", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=810fa3f5ca71c010VgnVCM1000000b205a0aRCRD,GANDHI,CALLE,,MADRID,MADRID,28017,PUEBLO NUEVO,CIUDAD LINEAL,446115,4475193,40.423746261606965,-3.6365082780370956,917 544 592 - 913 044 982 ,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5169,Colegio Público Garcilaso de la Vega,,,"METRO: Canillas BUS: 73 , 112 , 120", ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2c2fa3f5ca71c010VgnVCM1000000b205a0aRCRD,TREFACIO,CALLE,,MADRID,MADRID,28043,CANILLAS,HORTALEZA,446353,4479992,40.46699372886275,-3.634108987557183,913 882 060,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
