PK,NOMBRE,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,BARRIO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,TIPO
31747,Colegio P�blico Hortaleza,"BUS: 9 , 72 , 87 , 120 , 125", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=72f9059cb751c010VgnVCM2000000c205a0aRCRD,VALDETORRES DE JARAMA,CALLE,V,1,MADRID,MADRID,28043,PINAR DEL REY,HORTALEZA,445202,4480605,40.47244065719513,-3.647738240999276,917 642 900,913 816 099,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5183,Colegio P�blico Ignacio Zuloaga,"METRO: Francos Rodr�guez BUS: 44 , 126 , 127 , 128 , 132", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=eb20a3f5ca71c010VgnVCM1000000b205a0aRCRD,ALEJANDRO RODRIGUEZ,CALLE,NUM,34,MADRID,MADRID,28039,BELLAS VISTAS,TETUAN,439782,4478850,40.456254963753004,-3.711505537451778,914 509 620,913 980 080,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
176840,Colegio P�blico Infanta Leonor,, ENSE�ANZA: Educacion Infantil - Primaria - Ense�anza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=54244b6faa61c010VgnVCM1000000b205a0aRCRD,MONASTERIO DE EL PAULAR,CALLE,,140,MADRID,MADRID,28049,MIRASIERRA,FUENCARRAL-EL PARDO,439827,4483668,40.499669521430285,-3.7114329556023478,917 508 788,917 508 847,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5184,Colegio P�blico Isaac Alb�niz,"BUS: 29 , 52 , 70 ,107", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3140a3f5ca71c010VgnVCM1000000b205a0aRCRD,DRACENA,CALLE,NUM,29,MADRID,MADRID,28016,NUEVA ESPA�A,CHAMARTIN,443382,4479707,40.46422875441015,-3.6691267410574406,913 596 972,913 596 972,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5185,Colegio P�blico Isaac Peral,"METRO: Oporto BUS: 47 , 55 , 81 , 108 , 118 , 247", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8650a3f5ca71c010VgnVCM1000000b205a0aRCRD,RUFINO NOVALVOS,GLORIETA,NUM,5,MADRID,MADRID,28025,PUERTA BONITA,CARABANCHEL,438073,4471098,40.38629580500656,-3.7309272123026656,914 726 780,914 726 780,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5186,Colegio P�blico Isabel la Cat�lica,"METRO: Tribunal BUS: 3 , 21, 37", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e   ,1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=db60a3f5ca71c010VgnVCM1000000b205a0aRCRD,BARCELO,CALLE,V,2,MADRID,MADRID,28004,JUSTICIA,CENTRO,440755,4475555,40.426642215368176,-3.699722994908341,915 217 840,915 229 393,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5190,Colegio P�blico Jaime Balmes,"BUS: 24 , 102", ENSE�ANZA: Educaci�n infantil - Primaria - Ense�anza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2180a3f5ca71c010VgnVCM1000000b205a0aRCRD,SIERRA DE LA SOLANA,CALLE,NUM,2,MADRID,MADRID,28053,SAN DIEGO,PUENTE DE VALLECAS,443179,4471236,40.3879037093727,-3.6707625153722523,914 785 884,914 771 646,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5191,Colegio P�blico Jaime Vera," METRO: Estrecho   BUS: 3 , 43 , 64 , 66 , 124 , 128 ", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7690a3f5ca71c010VgnVCM1000000b205a0aRCRD,BRAVO MURILLO,CALLE,V,162,MADRID,MADRID,28020,CUATRO CAMINOS,TETUAN,440503,4478425,40.45247841346628,-3.702962807620527,915 723 019 - 915 723 026,915 709 453,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5192,Colegio P�blico Javier de Miguel,"BUS: 136, 310 ", ENSE�ANZA: Educaci�n infantil - Primaria - Ense�anza biling&uuml;e -  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cba0a3f5ca71c010VgnVCM1000000b205a0aRCRD,JAVIER DE MIGUEL,CALLE,V,90,MADRID,MADRID,28018,PALOMERAS BAJAS,PUENTE DE VALLECAS,444328,4471036,40.38617971853788,-3.657208307609012,913 035 102,913 805 770,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5193,Colegio P�blico Joaqu�n Costa,"METRO: Puerta Toledo, Pir�mides, Acacias  BUS: 3, 17, 18, 23, 35, 36, 41, 62, 148, C", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e -  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=11c0a3f5ca71c010VgnVCM1000000b205a0aRCRD,PONTONES,PASEO,NUM,8,MADRID,MADRID,28005,IMPERIAL,ARGANZUELA,439477,4473224,40.40555135378083,-3.7145657673590473,913 653 632 - 913 642 825,913 653 559,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5194,Colegio P�blico Joaqu�n Dicenta,BUS: 138, ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=66d0a3f5ca71c010VgnVCM1000000b205a0aRCRD,OLIVOS,PASEO,V,70,MADRID,MADRID,28011,PUERTA DEL ANGEL,LATINA,437456,4473250,40.40563593391012,-3.7383841619985705,914 632 093,917 550 696,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
6025,Colegio P�blico Joaqu�n Turina,"BUS 29 , 125 , 129 , 150", ENSE�ANZA: Educacion Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4cd4ae10c471c010VgnVCM1000000b205a0aRCRD,ARTURO SORIA,CALLE,NUM,332,MADRID,MADRID,28033,COSTILLARES,CIUDAD LINEAL,443633,4481527,40.480641242461274,-3.66632834447267,913 025 556,913 022 741,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5195,Colegio P�blico Jorge Guill�n,"METRO: Barrio del Pilar BUS: 42 , 49 , 126 , 128 , 147", ENSE�ANZA: Educaci�n Infantil - Primaria  ,1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bbe0a3f5ca71c010VgnVCM1000000b205a0aRCRD,EL FERROL,AVENIDA,NUM,47,MADRID,MADRID,28029,EL PILAR,FUENCARRAL-EL PARDO,440121,4480963,40.47531422517472,-3.7077074438048214,917 393 801,917 393 801,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5196,Colegio P�blico Jorge Manrique,"METRO: Usera BUS: 55 , 60, 47, 147", ENSE�ANZA: Educaci�n Infantil - Primaria ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0101a3f5ca71c010VgnVCM1000000b205a0aRCRD,PINTOR LUCAS,PLAZA,NUM,17,MADRID,MADRID,28026,MOSCARDO,USERA,439817,4471285,40.38810858515369,-3.710375518289677,915 656 300,915 691 615,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5430866,Colegio P�blico Josep Tarradellas," Bus: 172, 176  Metro: Las Tablas ", ENSE�ANZA: Educaci�n infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0f3147ec3af04210VgnVCM1000000b205a0aRCRD,TRIACASTELA,CALLE,V,1,MADRID,MADRID,28050,VALVERDE,FUENCARRAL-EL PARDO,443308,4484759,40.50973426099199,-3.670452271301756,914 274 125,914 274 161,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5197,Colegio P�blico Jos� Bergam�n,"METRO: Fuencarral BUS: 66 ,124 , 137", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5611a3f5ca71c010VgnVCM1000000b205a0aRCRD,BRAILLE,CALLE,NUM,19,MADRID,MADRID,28034,VALVERDE,FUENCARRAL-EL PARDO,441127,4483197,40.495510999757265,-3.6960480794830053,917 355 560 -917 345 042,91 734 50 42,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5198,Colegio P�blico Jos� Calvo Sotelo,"METRO: Pac�fico, Puente de Vallecas BUS: 8 , 10 , 24 , 37 , 54 , 56 , 57 , 136 , 141 , 310 ", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ab21a3f5ca71c010VgnVCM1000000b205a0aRCRD,CIUDAD DE BARCELONA,AVENIDA,V,83,MADRID,MADRID,28007,ADELFAS,RETIRO,442935,4472674,40.4008413126834,-3.6737662524006756,914 337 125,914 336 781,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5200,Colegio P�blico Jos� Mar�a de Pereda,"BUS: 24 , 102 , 111", ENSE�ANZA: Educaci�n infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f041a3f5ca71c010VgnVCM1000000b205a0aRCRD,MESTANZA,CALLE,V,94,MADRID,MADRID,28053,ENTREVIAS,PUENTE DE VALLECAS,442824,4470565,40.381834618749636,-3.6748845263872902,915 072 651,917 861 787,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5201,Colegio P�blico Jos� Ortega y Gasset," METRO: Tetu�n, Valdeacederas  BUS: 149, 66, 124 ", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4651a3f5ca71c010VgnVCM1000000b205a0aRCRD,ORENSE,CALLE,NUM,87,MADRID,MADRID,28020,CASTILLEJOS,TETUAN,441254,4479432,40.461603417432755,-3.6942000296394557,915 720 997,915 701 341,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5202,Colegio P�blico Jovellanos,"BUS: 34 , 39 , 139 RENFE: Las Aguilas", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9b61a3f5ca71c010VgnVCM1000000b205a0aRCRD,MONROY,CALLE,V,34,MADRID,MADRID,28044,LAS AGUILAS,LATINA,433643,4470356,40.379270096494,-3.783014879023733,917 055 018,915 095 089,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5203,Colegio P�blico Juan de la Cierva," BUS: 22 , 59 , 79 , 85 , 123 , 130  METRO: Villaverde Bajo Cruce ", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e081a3f5ca71c010VgnVCM1000000b205a0aRCRD,VILLARROSA,CALLE,NUM,7,MADRID,MADRID,28041,LOS ROSALES,VILLAVERDE,441478,4467534,40.354436009188994,-3.690461923731924,917 965 560 - 917 230 235,917 965 560,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5204,Colegio P�blico Juan Gris,"BUS: 58 , 142 , 54 METRO: Congosto", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3691a3f5ca71c010VgnVCM1000000b205a0aRCRD,MUELA DE SAN JUAN,CALLE,V,31,MADRID,MADRID,28031,CASCO H.VALLECAS,VILLA DE VALLECAS,447701,4469508,40.372633463040025,-3.6173451376298167,913 327 264,913 327 263,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5205,Colegio P�blico Juan Ram�n Jim�nez,"METRO: Tetu�n BUS: 66 , 124", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8ba1a3f5ca71c010VgnVCM1000000b205a0aRCRD,MARQUES DE VIANA,CALLE,NUM,58,MADRID,MADRID,28039,VALDEACEDERAS,TETUAN,440490,4479624,40.46327856245691,-3.7032287227178435,915 717 512,914 250 976,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5206,Colegio P�blico Juan Sebasti�n Elcano,"METRO: Usera BUS: 6 , 23 , 47", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d0c1a3f5ca71c010VgnVCM1000000b205a0aRCRD,MIRASIERRA,CALLE,NUM,29,MADRID,MADRID,28026,MOSCARDO,USERA,440294,4471385,40.38904382319174,-3.704765272620041,914 765 139,914 768 107,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5207,Colegio P�blico Juan Zarag�eta,"METRO: San Lorenzo BUS: 72 , 87", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=26d1a3f5ca71c010VgnVCM1000000b205a0aRCRD,VIA DE LOS POBLADOS,CALLE,V,19,MADRID,MADRID,28033,VALDEFUENTES,HORTALEZA,446619,4480558,40.47210978701385,-3.631007402473766,917 630 869 - 913 821 057,917 630 869,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5208,Colegio P�blico Juli�n Besteiro,"METRO: Abrantes BUS: 47 , 108 , 118", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7be1a3f5ca71c010VgnVCM1000000b205a0aRCRD,ABRANTES,AVENIDA,NUM,79,MADRID,MADRID,28025,ABRANTES,CARABANCHEL,438306,4470466,40.38059274136839,-3.7281206806824976,915 600 091,915 655 204,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
176859,Colegio P�blico Juli�n Mar�as,"BUS: 38 , 140",ENSE�ANZA: Educacion Infantil - Primaria,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fe444b6faa61c010VgnVCM1000000b205a0aRCRD,BUDAPEST,CALLE,V,11,MADRID,MADRID,28022,ROSAS,SAN BLAS-CANILLEJAS,448996,4475550,40.42714432750662,-3.6025767698118516,917 609 323,917 609 319,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5153,Colegio P�blico La Alameda,"BUS: 38 , 48 , 140", ENSE�ANZA: Educaci�n infantil - Primaria - Ense�anza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c002a3f5ca71c010VgnVCM1000000b205a0aRCRD,MUSAS,CALLE,NUM,9,MADRID,MADRID,28022,CANILLEJAS,SAN BLAS-CANILLEJAS,448509,4476708,40.43753723503757,-3.6084115811852313,917 411 453,913 204 540,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
6023,Colegio P�blico La Dehesa del Pr�ncipe,METRO: Cuatro Vientos BUS: 139 RENFE: Cuatro Vientos, ENSE�ANZA: Educacion Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a1b4ae10c471c010VgnVCM1000000b205a0aRCRD,LANCEROS,PASEO,V,4,MADRID,MADRID,28024,CAMPAMENTO,LATINA,432715,4470420,40.37977209501616,-3.7939529685128695,915 091 679,915 090 044,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5210,Colegio P�blico La Latina,"METRO: Aluche BUS: 17 , 121 , 131 , H RENFE: Aluche", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1612a3f5ca71c010VgnVCM1000000b205a0aRCRD,MAQUEDA,CALLE,NUM,130,MADRID,MADRID,28024,ALUCHE,LATINA,435434,4471408,40.388887867589375,-3.7620245761086015,915 099 915,917 196 252,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5294,Colegio P�blico La Rioja,"METRO: Miguel Hern�ndez BUS: 54 , 58 , 103 , 142 , 143 , 144", ENSE�ANZA: Educaci�n infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6b22a3f5ca71c010VgnVCM1000000b205a0aRCRD,LEON FELIPE,CALLE,NUM,3,MADRID,MADRID,28038,PALOMERAS SURESTE,PUENTE DE VALLECAS,446044,4471242,40.388148628884075,-3.637009550808539,917 773 912,917 773 912,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5211,Colegio P�blico Legado Crespo," METRO: Embajadores   BUS: 27 , 34 , 36 , 60 , 69 , 78 , 116 , 118 , 119   RENFE: Embajadores ", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b042a3f5ca71c010VgnVCM1000000b205a0aRCRD,ACACIAS,PASEO,V,2,MADRID,MADRID,28005,ACACIAS,ARGANZUELA,440380,4473134,40.404805864280796,-3.7039161461158803,915 286 325,915 286 325,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5212,Colegio P�blico Leopoldo Alas,"BUS: 15 , 28 , 106 , 110 , 210", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0652a3f5ca71c010VgnVCM1000000b205a0aRCRD,PEDREZUELA,CALLE,NUM,18,MADRID,MADRID,28017,VENTAS,CIUDAD LINEAL,444683,4475703,40.42824645764569,-3.6534325307123314,914 033 755,914 042 281,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
4974266,Colegio P�blico Leopoldo Calvo Sotelo," BUS: 172, 176 ", ENSE�ANZA: Educacion Infantil - Primaria - Ense�anza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7205ffc4131ab110VgnVCM2000000c205a0aRCRD,CASTIELLO DE JACA,CALLE,V,2,MADRID,MADRID,28050,VALVERDE,FUENCARRAL-EL PARDO,442903,4483774,40.50083316755261,-3.675143321637599,914 273 351,914 273 083,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5213,Colegio P�blico Lepanto,"METRO: Antonio Machado BUS: 42 , 127 , 132", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5b62a3f5ca71c010VgnVCM1000000b205a0aRCRD,VALDERREY,CALLE,V,9,MADRID,MADRID,28035,VALDEZARZA,MONCLOA-ARAVACA,438984,4480209,40.46843902268448,-3.7210473028721722,913 160 937,913 738 204,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5214,Colegio P�blico Lope de Vega," Metro: Urgel   Bus: 34 , 35 , 118 , 119 ", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a082a3f5ca71c010VgnVCM1000000b205a0aRCRD,INGLATERRA,CALLE,NUM,8,MADRID,MADRID,28019,SAN ISIDRO,CARABANCHEL,438731,4472019,40.39460546257796,-3.7232402248952865,914 710 955,914 710 955,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5215,Colegio P�blico Lorenzo Luzuriaga,"METRO: Herrera Oria BUS: 49 , 67 , 83 , 124 , 133 , 134", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f592a3f5ca71c010VgnVCM1000000b205a0aRCRD,VALENCIA DE DON JUAN,CALLE,V,13,MADRID,MADRID,28034,LA PAZ,FUENCARRAL-EL PARDO,440648,4482217,40.48664862656937,-3.7016083209102453,917 305 938,917 314 362,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
64457,Colegio P�blico Los Almendros,"METRO: Valdebernardo BUS: 8 , 71 , 130", ENSE�ANZA: Educaci�n infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c897598d1351c010VgnVCM1000000b205a0aRCRD,LADERA DE LOS ALMENDROS,CALLE,NUM,45,MADRID,MADRID,28032,CASCO H.VICALVARO,VICALVARO,447004,4472139,40.39629114218003,-3.625774203881319,917 510 982,917 726 814,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5296,Colegio P�blico Los Rosales,"BUS: 85 , 123 , 713", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4ba2a3f5ca71c010VgnVCM1000000b205a0aRCRD,LOS ROSALES,AVENIDA,V,131,MADRID,MADRID,28021,BUTARQUE,VILLAVERDE,442548,4467228,40.35175390495651,-3.677834634453844,917 956 756,917 956 756,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
4974277,Colegio P�blico Loyola de Palacio," METRO: LAS SUERTES  BUS: 142, 145 ",ENSE�ANZA: Educaci�n Infantil 2&ordm; Ciclo - Primaria - ESO,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4c96ffc4131ab110VgnVCM2000000c205a0aRCRD,EMBALSE DE NAVACERRADA,CALLE,V,60,MADRID,MADRID,28051,CASCO H.VALLECAS,VILLA DE VALLECAS,449296,4468166,40.36064250120841,-3.5984510871197415,913 326 020 - 913 851 330,913 326 020,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5216,Colegio P�blico Luis Bello,"METRO: Prosperidad BUS: 1 , 9 , 73", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e -  ,1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=90c2a3f5ca71c010VgnVCM1000000b205a0aRCRD,LUIS CABRERA,CALLE,V,66,MADRID,MADRID,28002,PROSPERIDAD,CHAMARTIN,442990,4477429,40.44368060148635,-3.6735452726272593,912 205 533,912 205 535,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5217,Colegio P�blico Luis Cernuda,"METRO: Esperanza, Arturo Soria   BUS: 9, 72, 73 ,120 ,122", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e5d2a3f5ca71c010VgnVCM1000000b205a0aRCRD,CARRIL DEL CONDE,CALLE,V,64,MADRID,MADRID,28043,CANILLAS,HORTALEZA,444663,4479374,40.46131540437997,-3.6539887453598747,913 002 732,913 002 732,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5218,Colegio P�blico Luis de G�ngora," METRO: Pe�agrande   BUS: 42 , 126 , 132 , 137 , 147 ", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3be2a3f5ca71c010VgnVCM1000000b205a0aRCRD,SARRIA,CALLE,NUM,49,MADRID,MADRID,28029,EL PILAR,FUENCARRAL-EL PARDO,439552,4480888,40.47459730345878,-3.714412445984112,91 386 08 16,,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
42017,Colegio P�blico Madrid Sur,BUS: 102 * 136 * 310 * 410 RENFE: El Pozo,  ENSE�ANZA : Educaci�n infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cfa7598d1351c010VgnVCM1000000b205a0aRCRD,PUERTO DE BALBARAN,CALLE,V,133,MADRID,MADRID,28018,PALOMERAS BAJAS,PUENTE DE VALLECAS,444478,4469969,40.37657755418934,-3.6553480036748622,91 785 55 39,,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
