PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,PLANTA,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,BARRIO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO
61612,Instituci�n Art�stica de Ense�anza (IADE),,,," Metro: Serrano (l�nea 4), Vel�zquez (l�nea 4).  Bus: 1, 5, 9, 14, 19, 21, 27, 45, 51, 53, 74, 150. ",  Titulaciones    Grado en Dise�o de interiores  Grado en Dise�o de modas  Diplomado en Dise�o de interiores  Diplomado en Dise�o de moda  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d4ed8ed67151c010VgnVCM2000000c205a0aRCRD,CLAUDIO COELLO,CALLE,V,48,,,MADRID,MADRID,28001,RECOLETOS,SALAMANCA,441902,4475604,40.42716467505727,-3.6862066802199003,915 771 728,,iade@iade.es,/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios
7614044,Residencia de Estudiantes Ciudad Escolar, Residencia universitaria masculina y femenina que dispone de 166 plazas. ,,," Bus: 712, 713, 714, 716, 717, 721, 722, 724, 725, 726, N701, N702. ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0f3516621fc08410VgnVCM1000000b205a0aRCRD,COLMENAR VIEJO,CARRETERA,V,"KIL�METRO 12,800",,,MADRID,MADRID,28049,EL GOLOSO,FUENCARRAL-EL PARDO,442329,4486421,40.52463853123113,-3.6821586873585335,917 342 700,,maria.segoviano@madrid.org,/contenido/entidadesYorganismos/Universidades/ColegiosMayores
55233,Residencia Universitaria Augustinus Nebrija, Residencia universitaria masculina que dispone de 160 plazas (132 habitaciones individuales y 14 dobles). ,,," Metro: Islas Filipinas (l�nea 7) y Moncloa (l�neas 3 y 6).  Bus: 1, 2, 12, 44, 82, 132, C1, C2. ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d0ae444a2951c010VgnVCM2000000c205a0aRCRD,CEA BERMUDEZ,CALLE,V,59,,,MADRID,MADRID,28003,GAZTAMBIDE,CHAMBERI,439424,4476930,40.43893284407247,-3.715532209677481,915 490 200 / 914 521 150,915 443 946,residencias@nebrija.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores
168328,Residencia Universitaria Erasmo (Edificios I y II),Residencia universitaria masculina y femenina que dispone de 765 plazas.,,," Bus: 714, 827, 827A, 828  Renfe: Cantoblanco Universidad ",,1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=333629ea9281c010VgnVCM1000000b205a0aRCRD,ERASMO DE ROTTERDAM,CALLE,V,5 y 7,,,MADRID,MADRID,28049,EL GOLOSO,FUENCARRAL-EL PARDO,441061,4489091,40.54860134157803,-3.6973769246889843,911 312 100 / 911 883 000,,erasmo@resa.es / erasmo2@resa.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores
185968,Residencia Universitaria G�mez Pardo,Residencia universitaria masculina y femenina que dispone de 115 plazas (todas las habitaciones son individuales con ba�o).,,," Metro: R�os Rosas (l�nea 1) , Cuatro Caminos (l�neas 1, 2, 6).  Bus: 3, 12, 37, 45, 149. ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7c26af5e2775e010VgnVCM2000000c205a0aRCRD,CRISTOBAL BORDIU,CALLE,V,30,,,MADRID,MADRID,28003,RIOS ROSAS,CHAMBERI,440668,4477375,40.443040460238414,-3.7009070809393085,914 417 921 / 913 367 030,914 429 529,residencia@fgomezpardo.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores
7614004,Residencia Universitaria Jos� P�rez de Vargas," Residencia universitaria masculina y femenina que dispone de 217 plazas (180 habitaciones individuales, 37 dobles). ",,," Metro: Vic�lvaro (l�nea 9)  Bus: 4, 100, 106, 130, E3 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f15b16621fc08410VgnVCM1000000b205a0aRCRD,DAROCA,AVENIDA,V,321,,,MADRID,MADRID,28032,AMBROZ,VICALVARO,448115,4473239,40.406270835359386,-3.612761522558214,917 753 042,,administracion@residenciavicalvarourjc.com,/contenido/entidadesYorganismos/Universidades/ColegiosMayores
6461002,Residencia Universitaria Nebrija Chamber�,Residencia universitaria femenina que dispone de 104 plazas distribuidas en 87 habitaciones individuales con ba�os compartidos y 17 habitaciones individuales con su propio ba�o.,,," Metro: Bilbao (l�neas 1 y 4), Alonso Mart�nez (l�neas 4, 5 y 10)  Bus: 3, 5, 7, 14, 21, 27, 37, 40, 45, 53, 147, 149, 150. ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1f67e1925e0c7310VgnVCM1000000b205a0aRCRD,NICASIO GALLEGO,CALLE,V,12,,,MADRID,MADRID,28010,TRAFALGAR,CHAMBERI,440826,4475862,40.42942195581525,-3.698902984407005,914 471 200 / 914 521 150,915 443 946,residencias@nebrija.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores
8154142,Residencia universitaria Nebrija Corazonistas,Residencia universitaria mixta que dispone de 64 habitaciones individuales con ba�o privado.,,," Metro: Arg&uuml;elles (l�neas 3, 4, 6)  Bus: 1, 2, 21, 44, 74, 133, C1, C2, M2 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=107861ffd35be410VgnVCM2000000c205a0aRCRD,TUTOR,CALLE,V,36,,,MADRID,MADRID,28008,ARGUELLES,MONCLOA-ARAVACA,439317,4475884,40.42951123123095,-3.7166937850967643,914 471 200,,ncorazonistas@nebrija.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores
134236,Residencia Universitaria Verbo Encarnado,,,"Sala de estudios, sala de TV. Servicio de lavander�a con fichas"," Metro: Cuatro Caminos  Bus: 3, 5, 37, 45, 66, 124, 127, 128, 149, C  Renfe: Nuevos Ministerios ",Residencia femenina,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=eafa2189cb81c010VgnVCM1000000b205a0aRCRD,ALENZA,CALLE,V,28,,,MADRID,MADRID,28003,RIOS ROSAS,CHAMBERI,440721,4477667,40.44565662224022,-3.7003210725969993,"915 340 516   
915 343 243 ",915 349 851,,/contenido/entidadesYorganismos/Universidades/ColegiosMayores
4964723,Universidad a distancia de Madrid (UDIMA),,," Universidad on - line, sin aula f�sica, en la que el estudiante puede atender a las clases con conexi�n a Internet.  Las titulaciones est�n homologadas  seg�n las Directrices de Bolonia, reconocidas plenamente en todos los pa�ses de la Uni�n Europea. ",,,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7ea3e8d98584b110VgnVCM2000000c205a0aRCRD,,Universidad on - line,,,,,,MADRID,,,,0,0,,,902 020 003 / 911 896 999 / 918 561 699,,,/contenido/entidadesYorganismos/Universidades
54154,Universidad Abierta de Catalu�a (Universitat Oberta de Catalunya). UOC,,, Servicio de formaci�n universitaria no presencial por Internet ," Metro: Banco de Espa�a (l�nea 2),  Sevilla (l�nea 2).  Bus: 10, 14, 27, 34, 37, 45 ","  Titulaciones de grado:    Administraci�n y Direcci�n de Empresas   Antropolog�a y evoluci�n humana  Comunicaci�n   Criminolog�a   Derecho  Ingenier�a Inform�tica   Educaci�n Social   Informaci�n y Documentaci�n   Humanidades   Lengua y Literatura Catalanas   Marketing e Investigaci�n de Mercados   Multimedia   Psicolog�a   Relaciones Laborales y Ocupaci�n  Tecnolog�as de Telecomunicaci�n   Turismo   Doble titulaci�n Turismo y Marketing e Investigaci�n de Mercados  Doble titulaci�n Ingenier�a Inform�tica y Administraci�n de Empresas  Doble titulaci�n Administraci�n y Direcci�n de Empresas y Turismo    Todos los grados se imparten en castellano y catal�n, salvo Educaci�n Social, Lengua y Literatura Catalana y Relaciones Laborales y Ocupaci�n, que solo se hacen en catal�n.  M�ster Universitario y cursos de idiomas. ",0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1737f0bde551c010VgnVCM2000000c205a0aRCRD,CORTES,PLAZA,V,4,,,MADRID,MADRID,28014,CORTES,CENTRO,441099,4474351,40.41582948601852,-3.6955563094397, 915 247 000 ,,uocmadrid@uoc.edu,/contenido/entidadesYorganismos/Universidades
6297,Universidad Antonio de Nebrija. Campus de la Dehesa de la Villa," En este campus se encuentran: el Centro de Estudios Hisp�nicos, la Escuela de Negocios, la Escuela Polit�cnica Superior y Escuela de Arquitectura y varios programas de la Escuela de Postgrado. ",,Biblioteca," Metro: Francos Rodr�guez (l�nea 7), Metropolitano (l�nea 6), Estrecho (l�nea 1)  Bus: 44, 64, 124, 128, 132 ",  Titulaciones de grado:    Escuela Polit�cnica Superior y Escuela de Arquitectura    Ingenier�a en Electr�nica y Autom�tica Industrial  Ingenier�a en Tecnolog�as Industriales + MU en Ingenier�a Industrial  Ingenier�a Mec�nica  Ingenier�a del Autom�vil  Ingenier�a en Dise�o Industrial y Desarrollo del Producto  Fundamentos de la Arquitectura + MU en Arquitectura   Bellas Artes  Dise�o de Interiores    Dobles titulaciones oficiales   I. Tecnolog�as Industriales + Ingenier�a Mec�nica   Mec�nica + Ingenier�a del Autom�vil  Dise�o Industrial y Desarrollo del Producto + I. del Autom�vil  Dise�o Industrial y Desarrollo del Producto + Bellas Artes   I. Dise�o Industrial y Desarrollo del Producto + Dise�o de Interiores   Fundamentos de la Arquitectura + I. Dise�o Industrial y Desarrollo del Producto  Fundamentos de la Arquitectura + Bellas Artes  Fundamentos de la Arquitectura + Dise�o de Interiores  Bellas Artes + Dise�o de Interiores   Diploma in English Professional Skills ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8417c05ef571c010VgnVCM1000000b205a0aRCRD,PIRINEOS,CALLE,V,55,,,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,439166,4478556,40.45357063654991,-3.7187301533847337,"914 521 100 / 900 321 322 (informaci�n acad�mica)                              
",,informa@nebrija.es,/contenido/entidadesYorganismos/Universidades
6922838,Universidad Antonio de Nebrija. Centro Universitario San Rafael - Nebrija,,,Biblioteca," Metro: Santiago Bernab�u (l�nea 10), Nuevos Ministerios (l�nea 6), Colombia (l�nea 9), Concha Espina (l�nea 9).   Bus: 14, 27, 40, 43, 51, 120, 126, 147, 150.   RENFE: Nuevos Ministerios.  ",  Titulaciones de grado    Enfermer�a   Fisioterapia   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=619f94c21b45e310VgnVCM1000000b205a0aRCRD,LA HABANA,PASEO,V,70,,,MADRID,MADRID,28036,HISPANOAMERICA,CHAMARTIN,442052,4478466,40.45295740232813,-3.6847000001062327,"915 641 868 / 900 321 322 (informaci�n acad�mica)                                    
",,informa@nebrija.es,/contenido/entidadesYorganismos/Universidades
8083916,Universidad Aut�noma de Madrid. Biblioteca de Ciencias,,,, Bus:   Renfe: Cantoblanco Universidad ,,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5246f7da5f2dd410VgnVCM2000000c205a0aRCRD,ISAAC NEWTON,CALLE,V,11,,Campus de Cantoblanco,MADRID,MADRID,28049,EL GOLOSO,FUENCARRAL-EL PARDO,441243,4488731,40.5453713128424,-3.695194095239855,914 978 353,,,/contenido/entidadesYorganismos/Universidades/Facultades
32179,Universidad Aut�noma de Madrid. Escuela Polit�cnica Superior,,,," Bus: 711, 712, 713, 714, 716, 721, 722, 724, 725, 726, 827   Renfe: Cantoblanco Universidad ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f6f96545f951c010VgnVCM2000000c205a0aRCRD,FRANCISCO TOMAS Y VALIENTE,CALLE,V,11,,,MADRID,MADRID,28049,EL GOLOSO,FUENCARRAL-EL PARDO,441546,4488901,40.54692419691824,-3.691631796713088,914 972 222 / 914 976 198 (Informaci�n) / 914 972 226 (Consultas) / 914 972 223 (Administraci�n del Centro),914 972 224,informacion.eps@uam.es,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias
6403,Universidad Aut�noma de Madrid. Escuela Universitaria de Enfermer�a de la Cruz Roja,,,,,  Titulaciones:  Grado en Enfermer�a ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4cfec05ef571c010VgnVCM1000000b205a0aRCRD,REINA VICTORIA,AVENIDA,V,28,,,MADRID,MADRID,28003,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,439926,4477848,40.44723898268865,-3.7097123606246747,915 343 649,915 530 005,inforeue@cruzroja.es,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias
6374,Universidad Aut�noma de Madrid. Escuela Universitaria de Fisioterapia de la ONCE,,,,"Bus: 133, 134",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=af96c05ef571c010VgnVCM1000000b205a0aRCRD,NURIA,CALLE,V,42,,,MADRID,MADRID,28034,MIRASIERRA,FUENCARRAL-EL PARDO,440113,4483021,40.493852846462325,-3.7079965907927486,915 894 500,915 894 498,euf@once.es,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias
6353,Universidad Aut�noma de Madrid. Facultad de Ciencias Econ�micas y Empresariales,,,," Bus: 711, 712, 713, 714, 716, 721, 722, 724, 725, 726, 827   Renfe: Cantoblanco Universidad ","  Titulaciones de grado:     Grado en Econom�a   Grado en Administraci�n y Direcci�n de empresas  Doble Grado en Derecho y Administraci�n y Direcci�n de Empresas   Grado en Turismo   Grado en Econom�a y Finanzas  Grado en Gesti�n Aerona�tica  Grado en Filosof�a, Pol�tica y Econom�a    Titulaciones de postgrado  ",0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a937c05ef571c010VgnVCM1000000b205a0aRCRD,FRANCISCO TOMAS Y VALIENTE,CALLE,V,5,,,MADRID,MADRID,28049,EL GOLOSO,FUENCARRAL-EL PARDO,441122,4488676,40.54486725066389,-3.6966178198810904,914 977 070 (Atenci�n al estudiante),,,/contenido/entidadesYorganismos/Universidades/Facultades
4591437,Universidad Aut�noma de Madrid. Facultad de Ciencias (Edificio de Biolog�a),,,,,,1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=93ab871322503110VgnVCM1000000b205a0aRCRD,DARWIN,CALLE,V,2,,,MADRID,MADRID,28049,EL GOLOSO,FUENCARRAL-EL PARDO,441500,4488474,40.54307440259885,-3.692135413797053,"914 978 346 (Informaci�n y Conserjer�a)              
",,,/contenido/entidadesYorganismos/Universidades/Facultades
6352,Universidad Aut�noma de Madrid. Facultad de Ciencias (Edificio principal),,,," Bus: 711, 712, 713, 714, 716, 721, 722, 724, 725, 726, 827  Renfe: Cantoblanco Universidad ",  Titulaciones de grado :   Biolog�a  Bioqu�mica  Ciencias Ambientales  Ciencias de la Alimentaci�n  F�sica  Ingenier�a Qu�mica  Matem�ticas  Nutrici�n Humana y Diet�tica  Qu�mica    Titulaciones de postgrado . ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3c47c05ef571c010VgnVCM1000000b205a0aRCRD,FRANCISCO TOMAS Y VALIENTE,CALLE,V,7,,Campus de Cantoblanco,MADRID,MADRID,28049,EL GOLOSO,FUENCARRAL-EL PARDO,441243,4488731,40.5453713128424,-3.695194095239855,914 974 331 (Informaci�n y Conserjer�a),,,/contenido/entidadesYorganismos/Universidades/Facultades
7559244,Universidad Aut�noma de Madrid. Facultad de Ciencias. Edificio de Ingenier�a Qu�mica y Tecnolog�a de los Alimentos,,,," Bus: 711, 712, 713, 714, 716, 721, 722, 724, 725, 726, 827  Renfe: Cantoblanco Universidad ",,1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=062f1f93c06f6410VgnVCM2000000c205a0aRCRD,MARX,CALLE,V,10,,,MADRID,MADRID,28049,EL GOLOSO,FUENCARRAL-EL PARDO,441379,4488830,40.54627278583156,-3.6935973054879456,,,,/contenido/entidadesYorganismos/Universidades/Facultades
6354,Universidad Aut�noma de Madrid. Facultad de Derecho,,,," Bus: 711, 712, 713, 714, 716, 721, 722, 724, 725, 726, 827  Renfe: Cantoblanco Universidad ",,1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ce57c05ef571c010VgnVCM1000000b205a0aRCRD,KELSEN,CALLE,V,1,,,MADRID,MADRID,28049,EL GOLOSO,FUENCARRAL-EL PARDO,441587,4488309,40.54159425362628,-3.6910810023669907,914 978 763 / 914 972 480,,,/contenido/entidadesYorganismos/Universidades/Facultades
6355,Universidad Aut�noma de Madrid. Facultad de Filosof�a y Letras,,,," Bus: 711, 712, 713, 714, 716, 721, 722, 724, 725, 726, 827   Renfe: Cantoblanco Universidad ",,1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5177c05ef571c010VgnVCM1000000b205a0aRCRD,FRANCISCO TOMAS Y VALIENTE,CALLE,V,1,,,MADRID,MADRID,28049,EL GOLOSO,FUENCARRAL-EL PARDO,440988,4488614,40.54431755886168,-3.698135523802299,914 974 354 (Informaci�n y Conserjer�a),914 975 641,informacion.filosofia@uam.es,/contenido/entidadesYorganismos/Universidades/Facultades
6360,Universidad Aut�noma de Madrid. Facultad de Formaci�n de Profesorado y Educaci�n,,,," Bus: 711, 712, 713, 714, 716, 721, 722, 724, 725, 726, 827   Renfe: Cantoblanco Universidad ",,1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e387c05ef571c010VgnVCM1000000b205a0aRCRD,FRANCISCO TOMAS Y VALIENTE,CALLE,V,3,,"Campus de Cantoblanco, Carretera de Colmenar, km. 15,500",MADRID,MADRID,28049,EL GOLOSO,FUENCARRAL-EL PARDO,441013,4488626,40.544409068541405,-3.6979002877437015,914 976 189 / 914 972 841 / 914 972 845 / 914 978 621 (Informaci�n de grado) / 914 978 664 / 914 974 973 (Informaci�n de postgrado),914 978 638,informacion.fprofesorado@uam.es,/contenido/entidadesYorganismos/Universidades/Facultades
6357,Universidad Aut�noma de Madrid. Facultad de Medicina,,,," Metro: Bego�a (l�nea 10)  Bus: 66, 67, 124, 132, 134, 135, 137  Renfe: Chamart�n , Ram�n y Cajal ",,1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7697c05ef571c010VgnVCM1000000b205a0aRCRD,ARZOBISPO MORCILLO,CALLE,V,4,,,MADRID,MADRID,28029,LA PAZ,FUENCARRAL-EL PARDO,441558,4481625,40.48138033995387,-3.69081705203895,"914 975 486 / 914 975 353 (Informaci�n y Conserjer�a)              
",,,/contenido/entidadesYorganismos/Universidades/Facultades
6356,Universidad Aut�noma de Madrid. Facultad de Psicolog�a,,,," Bus: 711, 712, 713, 714, 716, 721, 722, 724, 725, 726, 827   Renfe: Cantoblanco Universidad ",,1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=09a7c05ef571c010VgnVCM1000000b205a0aRCRD,IVAN PAVLOV,CALLE,V,6,,,MADRID,MADRID,28049,EL GOLOSO,FUENCARRAL-EL PARDO,441464,4488572,40.54396360557416,-3.692581508705486,914 974 434 (Informaci�n y Conserjer�a) / 914 974 069 / 914 977 423 / 914 977 4 24 / 914 974 046 (Informaci�n de grado/licenciatura) / 914 974 901 / 914 975 5 62 (Informaci�n de postgrado),,"secretariagrado.psicologia@uam.es , secretariaposgrado.psicologia@uam.es",/contenido/entidadesYorganismos/Universidades/Facultades
7559006,Universidad Aut�noma de Madrid. Oficina de Informaci�n al Estudiante,, Lunes a jueves: de 9 a 17 horas  Viernes: de 9 a 14 horas ,," Bus: 714, 827, 828  Renfe: Cantoblanco Universidad ",,1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3a4a886cbb4f6410VgnVCM2000000c205a0aRCRD,EINSTEIN,CALLE,V,5,,,MADRID,MADRID,28049,EL GOLOSO,FUENCARRAL-EL PARDO,441342,4488641,40.54457667457817,-3.6940049447863013,"914 975 015, 914 974 990",914 978 601,,/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios
6923093,Universidad Camilo Jos� Cela. Sede Madrid - Ferraz,,,," Metro: Esperanza (l�nea 4)  Bus: 120, 122 ",  Titulaciones     Ciencias Jur�dicas y Econ�micas:  Grado de transporte y log�stica.   Ciencias de la Comunicaci�n:  Grado de protocolo y organizaci�n de eventos.  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f4a73adacc45e310VgnVCM1000000b205a0aRCRD,QUINTANA,CALLE,V,21,,,MADRID,MADRID,28008,ARGUELLES,MONCLOA-ARAVACA,439150,4475630,40.427210796973135,-3.718649879761403,917 585 068,,info@ucjc.edu,/contenido/entidadesYorganismos/Universidades
5741367,Universidad Camilo Jos� Cela. Sede Madrid - Mar de Cristal,,,," Metro: Duque de Pastrana (l�nea 9)  Bus: 14, 70, 107, 129 ", Titulaciones:    Grado en Cine  Grado en Comunicaci�n Audiovisual  Grado en Publicidad y Relaciones P�blicas  Grado en Periodismo  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1bb27fe67b289210VgnVCM2000000c205a0aRCRD,MAR ADRIATICO,CALLE,V,11,,,MADRID,MADRID,28033,PINAR DEL REY,HORTALEZA,445778,4480556,40.47204619278226,-3.6409277871611385,918 153 131 (Servicio de informaci�n universitaria),,info@ucjc.edu,/contenido/entidadesYorganismos/Universidades
4978743,Universidad Complutense de Madrid,,,," Metro: Moncloa (l�nea 3, 6)  Bus: 160, 161 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c0d5c134ec4eb110VgnVCM2000000c205a0aRCRD,DE S�NECA,AVENIDA,V,2,,,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,438640,4476715,40.43693838177442,-3.7247665876826175,914 520 400 / 900 100 394 (Tel�fono de emergencias),,infocom@ucm.es,/contenido/entidadesYorganismos/Universidades
5321256,Universidad Complutense de Madrid. Centro Complutense para la Ense�anza del Espa�ol,,,," Metro: Ciudad Universitaria (l�nea 6)  Bus: 82, 132, F, G, I  ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a414ad4ae5b01210VgnVCM1000000b205a0aRCRD,COMPLUTENSE,AVENIDA,V,0,,FACULTAD DE FILOLOG�A. EDIFICIO A,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,438425,4477462,40.44365172813862,-3.7273738938652237,913 945 325 ,913 945 336,ceextran@filol.ucm.es,/contenido/entidadesYorganismos/ArchivosCentrosDocumentacion
6368,Universidad Complutense de Madrid. Centro de Ense�anza Superior en Humanidades y Ciencias de la Educaci�n Don Bosco,,,," Metro: Francos Rodr�guez (l�nea 7)  Bus: 44, 64, 126, 127, 128, 132, N21 ",  Titulaciones     Grado en Educaci�n Social   Grado en Maestro en Educaci�n Infantil  Grado en Maestro en Educaci�n Primaria  Grado en Pedagog�a  Modalidad Biling&uuml;e    Ciclos formativos de Grado Superior    T�cnico Superior en Educaci�n Infantil  TAFAD    Estudios de postgrado  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cff8ae10c471c010VgnVCM1000000b205a0aRCRD,MAR�A AUXILIADORA,CALLE,V,9,,,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,439451,4479023,40.457789320837215,-3.715425578651158,914 500 472,913 980 250,,/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios
6299,"Universidad Complutense de Madrid. Centro Orientaci�n, Informaci�n y Empleo (COIE). Moncloa",," Atenci�n presencial de 9 a 14 horas, de lunes a viernes y de 15:30 a 17:30 horas de lunes a jueves. ",," Metro: Ciudad Universitaria (l�nea 6)  Bus: 46, 82, 83, 132, 133, 160, A, G ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=42e179262ef5d010VgnVCM1000000b205a0aRCRD,COMPLUTENSE,AVENIDA,S/N,,,EDIFICIO DE ALUMNOS DE LA UNIVERSIDAD COMPLUTENSE DE MADRID,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,438394,4477686,40.44566737908814,-3.727749382685658,913 941 294/95,913 941 602,coieinfo@ucm.es,/contenido/entidadesYorganismos/Universidades
5412137,Universidad Complutense de Madrid. Centro Superior de Idiomas Modernos,,,," Bus: 82, 83, 132, 133, 162, F, G, N20. ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0f66c3665e393210VgnVCM2000000c205a0aRCRD,PROFESOR ARANGUREN,CALLE,V,S/N,2.�. DESPACHOS 2.142 Y 2.143,,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,438034,4477856,40.44717192553449,-3.7320226167250743,913 947 754 / 913 947 816 / 913 946 358,,,/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios
